is_male,is_loyal_customer,age,is_business_travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes
0,1,59,0,Eco Plus,341,3,5,3,1,4,4,5,3,3,3,3,5,3,5,115,106.0
1,1,26,0,Eco,1258,1,4,1,4,1,5,5,5,4,4,5,5,4,5,111,158.0
0,1,51,1,Business,153,5,5,4,5,3,3,4,5,5,5,5,5,5,2,0,0.0
1,1,60,1,Business,283,3,5,5,5,5,4,3,3,3,3,3,4,3,3,7,56.0
0,1,41,1,Eco,1587,1,3,3,3,1,1,1,1,3,2,2,1,4,1,0,0.0
0,1,54,1,Business,3342,1,1,1,1,3,5,5,5,5,4,5,4,5,4,0,0.0
0,1,15,1,Eco,287,4,5,5,5,4,4,2,4,2,5,3,2,4,4,0,0.0
1,1,48,1,Business,89,4,4,4,4,4,4,5,4,4,4,4,4,4,5,19,16.0
1,0,21,1,Business,223,4,4,4,5,4,4,2,4,4,5,5,4,4,4,0,0.0
0,1,40,1,Business,2586,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0
0,1,49,1,Business,1861,2,4,4,4,5,3,3,2,2,3,2,2,2,2,36,19.0
0,1,61,1,Business,3711,0,4,0,2,5,3,2,4,4,4,4,5,4,1,0,0.0
0,1,23,1,Business,3888,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0.0
1,0,31,1,Business,1069,4,4,4,4,5,4,2,5,4,5,4,1,3,5,72,114.0
1,1,24,1,Business,1609,3,3,3,3,5,5,5,5,4,2,3,3,2,5,0,0.0
0,0,38,1,Eco,927,2,2,2,1,3,2,3,3,4,1,5,3,2,3,0,0.0
0,1,36,1,Eco,284,1,1,1,1,1,1,1,1,3,1,3,2,2,1,0,1.0
0,1,57,1,Eco,199,4,3,3,3,4,5,4,4,4,4,4,3,4,1,0,0.0
0,0,29,1,Eco,920,3,3,3,4,5,3,5,5,1,2,4,1,4,5,12,3.0
1,1,57,1,Business,309,3,3,3,3,1,3,3,3,3,3,3,2,3,2,0,0.0
1,0,46,1,Eco,1303,2,2,2,3,2,2,2,2,2,4,3,1,3,2,0,3.0
0,1,42,1,Business,3509,5,5,5,5,4,5,4,4,4,4,4,5,4,4,6,7.0
1,1,43,1,Business,846,1,1,1,1,2,4,4,2,2,2,2,3,2,4,25,20.0
0,1,48,1,Business,760,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0
1,0,22,1,Eco,812,3,3,3,4,5,3,3,5,4,4,4,3,3,5,0,0.0
1,1,49,1,Business,821,2,3,3,3,1,2,3,2,2,2,2,4,2,2,0,7.0
0,1,53,0,Eco,817,4,3,3,2,1,5,4,4,4,3,5,1,4,1,2,0.0
1,0,26,1,Eco,1056,2,2,2,2,5,2,5,5,5,3,3,4,5,5,1,0.0
1,1,34,1,Business,2369,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,0.0
0,1,64,0,Eco,590,2,3,3,3,4,2,3,4,4,3,4,1,4,4,10,7.0
0,1,28,0,Eco,1020,1,2,1,4,5,1,4,5,3,2,3,4,3,5,39,64.0
1,1,47,1,Business,191,2,5,5,5,5,1,1,2,2,2,2,4,2,3,18,15.0
1,1,12,0,Eco Plus,231,2,2,2,4,2,2,2,2,2,3,4,1,3,2,0,0.0
1,1,64,0,Eco,1849,2,3,2,3,3,2,3,3,4,4,2,3,3,3,0,0.0
0,1,27,0,Eco,719,3,5,2,3,3,2,3,3,3,2,4,4,5,3,0,0.0
0,1,33,0,Eco,402,3,4,3,4,2,3,2,2,4,2,4,5,5,2,6,4.0
0,1,59,0,Business,929,2,4,2,4,5,5,4,3,3,2,3,3,3,4,0,0.0
0,1,50,1,Business,1171,4,4,3,4,5,4,5,4,4,4,4,3,4,4,0,0.0
0,1,72,1,Eco Plus,1197,4,4,4,4,4,3,2,4,4,4,4,3,4,2,24,12.0
1,0,41,1,Eco,454,2,4,2,3,2,2,2,2,1,2,5,5,4,2,0,0.0
0,1,34,0,Eco Plus,173,2,4,0,2,3,0,3,3,5,5,4,3,4,3,0,0.0
1,1,46,0,Eco Plus,1097,2,3,3,4,5,3,5,5,3,1,4,3,3,5,2,29.0
1,0,30,1,Eco,780,4,4,4,3,2,4,2,2,3,2,4,3,4,2,0,0.0
0,1,47,0,Eco,2399,1,4,1,1,4,4,4,3,3,1,3,5,3,3,0,0.0
0,1,52,1,Business,227,2,5,5,5,4,2,3,2,2,3,2,4,2,1,0,5.0
1,1,36,0,Business,987,3,2,3,3,1,3,3,2,2,3,2,2,2,2,5,2.0
1,1,59,0,Eco,539,1,2,1,3,2,1,2,2,1,3,3,2,3,2,0,0.0
1,0,25,1,Eco,590,2,2,2,4,2,2,2,2,2,1,3,1,3,2,36,26.0
0,1,59,0,Eco Plus,369,3,3,3,4,3,4,4,5,5,3,5,2,5,2,0,0.0
1,0,37,1,Eco,912,2,2,2,4,4,2,4,4,4,3,4,3,3,4,71,86.0
0,1,38,0,Eco,255,3,5,3,2,2,3,5,2,4,2,5,5,4,2,0,0.0
0,1,42,1,Eco,224,4,3,3,3,1,2,2,3,3,4,3,1,3,2,53,42.0
1,1,29,0,Eco,425,4,5,4,1,1,4,1,1,3,2,5,3,4,1,21,19.0
0,1,43,0,Eco,980,3,4,3,4,3,5,4,4,4,3,4,5,4,5,42,49.0
0,1,54,1,Business,1652,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0.0
0,1,49,1,Business,3852,2,2,2,2,4,4,4,5,5,5,5,4,5,4,30,9.0
0,1,13,0,Eco,558,2,2,2,4,5,2,5,5,2,3,4,1,4,5,0,4.0
1,1,49,0,Eco,296,3,5,3,4,1,3,1,1,3,5,5,5,5,1,0,3.0
1,1,50,0,Eco,802,2,2,2,4,4,2,4,4,1,2,4,1,3,4,17,0.0
0,1,29,1,Business,526,1,3,3,3,1,1,1,1,1,4,1,1,3,1,0,0.0
1,1,44,1,Eco,376,3,4,4,4,3,3,3,3,2,5,3,4,3,3,6,1.0
1,1,53,1,Business,2166,4,4,4,4,5,3,4,4,4,4,4,2,4,5,0,0.0
0,1,80,1,Business,3826,4,3,3,3,2,4,4,4,4,4,4,3,4,1,0,0.0
0,1,50,1,Business,892,4,1,1,1,3,3,2,4,4,3,4,4,4,4,0,14.0
1,1,36,0,Eco,1628,3,4,3,1,4,3,4,4,4,5,5,3,4,4,44,30.0
0,1,40,1,Eco,813,5,4,4,4,5,5,5,5,2,4,1,1,5,5,0,0.0
0,1,70,0,Eco,1172,4,5,5,4,2,3,5,1,1,5,1,3,1,4,17,21.0
1,1,68,1,Business,746,3,5,3,5,3,3,4,3,3,3,3,1,3,2,130,129.0
0,0,42,1,Eco,447,2,3,2,4,3,2,3,3,4,4,3,1,4,3,0,6.0
0,1,44,1,Business,1814,3,3,3,3,3,4,5,5,5,5,5,3,5,4,27,11.0
0,1,60,1,Business,1024,3,3,3,3,3,4,4,5,5,5,5,5,5,5,0,16.0
0,1,29,0,Eco,399,2,5,5,1,4,5,4,4,3,4,4,4,5,4,47,41.0
0,1,56,1,Business,1506,4,4,4,4,2,5,4,4,4,4,4,3,4,5,0,0.0
1,1,57,0,Business,862,2,4,2,3,3,4,4,4,4,2,3,5,4,4,0,0.0
0,0,38,1,Eco,189,3,2,3,4,1,3,1,1,2,4,4,1,3,1,0,0.0
0,0,24,1,Business,937,5,0,5,3,2,5,2,2,4,4,4,4,4,2,31,39.0
1,0,38,1,Eco,583,2,0,2,4,2,2,2,2,5,4,1,4,5,2,0,2.0
1,1,26,1,Business,1702,4,4,4,4,4,4,4,4,4,1,5,5,3,4,0,0.0
1,1,31,1,Business,3655,5,5,5,5,4,4,4,4,4,2,4,3,5,4,0,0.0
1,1,17,0,Eco,1117,2,2,3,4,3,3,3,3,4,4,4,3,3,3,26,0.0
0,1,52,1,Business,2499,4,4,4,4,4,5,5,5,5,5,4,5,5,5,107,126.0
1,1,40,1,Business,2070,3,3,3,3,5,5,4,5,5,5,5,4,5,5,8,0.0
0,1,36,0,Eco,399,0,5,0,3,4,0,4,4,3,5,5,3,4,4,0,0.0
1,1,48,0,Eco,641,2,1,2,4,1,2,1,1,4,2,4,2,3,1,2,0.0
1,1,28,1,Business,101,2,1,1,1,2,2,2,2,2,2,3,2,4,2,0,0.0
0,1,44,1,Business,140,0,4,0,2,2,5,5,5,5,5,5,3,5,3,0,0.0
1,1,38,1,Business,1522,2,2,5,2,2,4,4,2,2,2,2,2,2,1,64,39.0
0,1,51,0,Eco,2603,3,1,3,4,3,4,4,2,4,4,3,4,1,4,0,3.0
1,0,22,1,Eco,157,3,1,3,2,2,3,2,2,2,1,2,2,2,2,28,55.0
0,0,21,1,Business,373,4,0,4,5,1,4,1,1,5,5,5,4,5,1,0,2.0
0,1,64,0,Eco,954,4,1,4,3,3,4,4,2,2,4,2,1,2,3,0,0.0
1,1,48,1,Business,2405,4,4,4,4,3,4,4,5,5,5,5,3,5,3,10,12.0
1,1,49,1,Business,1096,3,3,3,3,2,5,5,4,4,5,4,3,4,3,8,45.0
1,1,45,0,Eco,273,1,4,1,4,3,1,3,3,1,1,4,4,4,3,0,0.0
0,1,40,0,Eco,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0.0
0,0,30,1,Eco,587,2,4,2,4,2,2,2,2,3,1,1,2,3,2,0,0.0
0,1,47,0,Eco,2454,3,1,3,2,3,2,2,2,2,3,2,3,2,4,0,0.0
1,0,26,1,Eco,1031,3,3,3,3,5,3,3,5,4,2,3,3,5,5,0,0.0
1,1,42,0,Eco,1916,1,5,1,1,4,1,4,4,5,4,5,4,4,4,1,11.0
1,1,55,1,Eco,1139,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,0.0
0,1,30,1,Eco Plus,272,2,3,3,3,2,3,2,2,4,3,3,1,4,2,0,0.0
0,1,21,0,Eco,853,2,3,2,5,2,2,2,2,2,2,1,3,2,2,16,15.0
0,0,27,1,Eco,643,2,0,2,2,3,2,3,3,4,3,3,1,4,3,0,0.0
0,1,17,0,Eco,951,2,3,2,3,4,2,4,4,2,3,3,4,3,4,29,15.0
0,1,48,0,Eco,461,1,3,1,3,2,3,4,1,1,1,1,3,1,4,0,0.0
0,1,47,1,Business,1024,2,2,2,2,5,4,1,4,4,4,4,1,4,1,0,0.0
1,1,60,1,Business,331,3,3,3,3,2,5,5,4,4,4,4,4,4,3,46,51.0
1,1,17,1,Eco Plus,268,3,2,2,2,3,3,1,3,3,4,4,4,4,3,0,65.0
1,1,17,0,Eco,373,1,1,1,4,2,1,2,2,2,2,3,4,4,2,0,0.0
1,1,41,0,Eco,533,3,4,3,2,1,3,1,1,3,3,4,5,4,1,0,0.0
0,1,37,0,Eco,408,4,1,3,4,2,3,2,2,3,4,3,1,3,2,0,16.0
1,1,11,0,Eco Plus,1620,2,5,2,3,2,2,2,2,4,2,4,5,4,2,21,0.0
1,0,42,1,Eco,1327,4,4,4,4,1,4,5,1,4,3,3,1,1,1,7,6.0
0,1,45,0,Eco,628,2,4,2,1,2,5,5,5,5,2,5,5,5,4,0,0.0
0,1,7,0,Eco,447,5,4,5,2,1,5,1,1,3,4,5,4,4,1,0,0.0
1,1,62,0,Eco Plus,253,2,1,2,3,3,2,3,3,2,1,4,4,4,3,0,0.0
1,1,60,1,Business,3916,1,1,1,1,5,4,4,4,4,5,4,3,4,5,1,8.0
0,1,14,0,Eco,1096,2,4,2,1,5,2,5,5,5,5,4,3,5,5,0,0.0
1,1,50,1,Business,1269,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0
0,1,21,0,Eco,602,3,4,3,3,4,3,4,4,5,5,4,4,4,4,14,7.0
0,1,50,1,Business,1744,3,3,5,3,4,5,4,5,5,5,5,4,5,4,0,0.0
1,0,35,1,Business,930,1,1,1,3,4,1,4,4,4,4,5,4,4,4,10,13.0
0,1,31,0,Eco,762,2,5,1,4,1,1,1,1,4,3,4,4,4,1,0,9.0
1,1,41,1,Business,2614,3,3,4,3,3,3,1,5,5,5,5,2,5,1,0,0.0
1,1,56,1,Eco,413,3,5,2,5,3,3,3,3,4,4,2,1,2,3,0,0.0
1,1,33,1,Business,2841,2,2,2,2,4,4,4,4,3,5,5,3,5,4,3,0.0
1,0,9,1,Eco,1189,4,4,4,3,5,4,5,5,3,2,4,2,4,5,40,31.0
0,1,55,1,Business,1814,1,1,1,1,2,4,5,4,4,4,4,5,4,5,0,0.0
0,1,52,1,Business,3977,4,4,4,4,5,4,4,5,5,5,5,3,5,5,9,14.0
1,1,64,0,Eco,825,3,4,3,1,4,3,5,4,4,5,4,5,4,4,0,0.0
0,1,55,0,Eco,585,4,5,5,4,4,4,5,3,3,5,5,4,3,5,0,0.0
0,1,42,1,Eco,707,5,4,4,4,4,1,5,5,5,5,5,2,5,3,0,0.0
0,1,63,0,Eco,577,4,5,4,1,5,4,5,5,5,4,5,5,5,4,21,19.0
1,1,8,0,Eco,899,2,5,2,2,2,2,2,2,4,2,5,4,4,2,0,10.0
1,1,34,1,Eco Plus,502,2,1,1,1,2,2,2,2,1,2,3,1,4,2,0,0.0
1,1,31,1,Business,3252,1,1,1,1,4,4,4,4,5,3,4,3,4,4,19,29.0
1,1,39,1,Business,1438,4,4,4,4,1,3,4,4,4,3,4,2,4,2,0,1.0
0,1,70,0,Eco,334,1,2,1,4,2,3,4,5,5,1,5,2,5,2,0,0.0
0,1,29,1,Business,1464,2,2,2,2,2,2,2,2,3,2,4,2,3,2,0,0.0
0,1,57,1,Business,2797,1,1,1,1,5,5,5,2,5,4,4,5,1,5,0,0.0
1,1,48,0,Eco,627,2,5,2,4,4,2,4,4,5,2,4,5,5,4,0,1.0
0,0,28,1,Business,802,3,3,3,3,1,3,1,1,3,4,4,4,4,1,0,0.0
0,1,66,0,Eco,326,4,5,4,1,2,3,1,1,1,4,1,3,1,3,0,5.0
1,1,58,1,Business,231,2,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0
1,1,51,1,Eco,1416,5,4,3,4,5,5,5,5,5,5,4,2,1,5,0,0.0
0,0,31,1,Eco,933,1,0,0,3,2,0,2,2,4,4,3,3,2,2,0,0.0
0,1,60,0,Eco,2475,4,1,4,2,3,2,1,3,3,4,1,2,3,1,6,0.0
0,1,54,0,Eco,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0
0,1,31,1,Business,250,1,1,1,1,5,5,5,5,5,4,4,3,4,5,0,0.0
1,1,56,1,Business,1535,5,5,5,5,5,4,4,5,5,5,5,4,5,3,0,0.0
1,1,31,1,Business,1944,2,3,2,2,4,4,4,4,1,4,3,5,4,4,0,1.0
1,1,42,1,Business,1481,1,1,1,1,2,5,4,5,5,5,5,5,5,5,3,0.0
0,1,12,0,Eco,31,3,4,3,4,1,3,1,1,1,1,2,5,1,1,12,8.0
0,1,33,1,Eco,153,5,5,5,5,5,4,5,5,2,2,4,5,5,5,3,0.0
0,1,47,1,Business,3584,4,1,1,1,4,3,3,4,4,4,4,3,4,2,0,0.0
1,1,44,0,Eco,2715,1,4,1,4,1,4,4,5,4,4,4,4,3,4,0,0.0
1,1,42,1,Business,2152,4,4,4,4,2,5,4,4,4,5,4,4,4,5,10,2.0
0,1,54,0,Eco,749,2,1,2,4,5,4,4,2,2,2,2,4,2,3,0,7.0
1,1,40,0,Eco,1390,1,2,1,4,3,1,3,3,2,2,4,3,4,3,0,0.0
1,1,36,1,Business,1747,4,4,4,4,2,5,5,5,5,5,5,3,5,4,0,0.0
1,1,45,1,Business,2684,1,1,1,1,3,5,4,5,5,5,5,3,5,4,0,0.0
1,1,43,1,Business,486,3,4,4,4,3,3,4,3,3,3,3,2,3,2,60,57.0
0,1,53,1,Business,3643,5,5,5,5,4,4,4,3,3,3,3,3,3,4,0,0.0
1,1,25,0,Eco Plus,1927,2,4,2,4,4,2,4,4,5,4,3,5,5,4,0,0.0
0,1,31,0,Business,602,5,5,5,1,5,5,4,5,5,4,5,5,4,5,0,7.0
0,1,53,1,Business,1788,2,4,4,4,4,2,4,2,2,2,2,2,2,4,0,0.0
1,1,9,0,Eco,592,2,5,2,2,1,2,1,1,2,4,1,5,4,1,0,0.0
1,1,42,1,Eco,409,3,4,3,4,3,3,3,3,2,1,2,4,2,3,0,14.0
1,1,25,0,Eco,594,2,1,3,3,4,3,3,4,2,5,4,3,4,4,0,0.0
1,0,21,1,Eco,859,3,2,2,2,5,2,5,5,5,5,2,3,1,5,5,0.0
0,1,29,0,Eco,882,0,1,0,3,5,0,5,5,1,3,3,3,4,5,16,5.0
0,1,28,1,Business,3209,3,3,3,3,5,5,5,5,1,4,2,2,4,5,81,67.0
0,1,50,1,Business,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0.0
0,1,53,0,Business,631,2,4,2,1,5,5,4,5,5,2,5,4,5,5,34,8.0
1,0,39,1,Business,109,2,2,2,2,2,2,2,2,4,4,4,5,4,2,0,0.0
1,1,14,0,Business,1024,3,4,3,1,3,2,2,2,5,1,1,2,2,2,142,141.0
0,0,36,1,Eco Plus,610,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0.0
0,1,47,1,Business,1706,2,4,1,4,3,2,4,2,2,2,2,2,2,3,3,0.0
1,1,43,0,Eco,2153,1,2,1,4,1,1,1,1,3,4,3,1,3,1,0,0.0
0,1,19,0,Eco,417,2,4,2,1,3,2,3,3,1,3,2,4,3,3,0,0.0
1,1,43,0,Eco,490,1,2,1,2,1,1,1,1,2,2,2,3,2,1,0,0.0
0,1,44,1,Business,1218,1,1,5,1,5,4,4,5,5,5,5,5,5,5,0,0.0
0,1,34,0,Eco,134,1,0,1,2,1,1,1,1,4,2,5,4,5,1,21,25.0
0,1,15,0,Eco,922,2,2,1,2,5,1,5,5,2,1,2,1,3,5,0,7.0
0,1,48,1,Business,541,4,4,4,4,4,4,4,4,4,4,4,3,4,3,10,16.0
1,1,50,1,Business,3703,5,1,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0
1,1,37,0,Eco Plus,463,4,5,4,3,2,4,2,2,5,2,4,4,5,2,0,0.0
0,1,31,1,Business,772,4,4,4,4,5,5,5,5,5,2,5,3,4,5,0,0.0
0,1,35,0,Eco,190,1,4,1,2,2,1,4,2,3,5,4,4,4,2,48,31.0
1,1,22,1,Eco,2277,4,5,5,5,4,4,4,4,5,3,3,1,1,4,3,0.0
0,1,50,1,Business,1033,4,4,5,4,5,5,5,4,4,4,4,3,4,3,0,0.0
1,1,51,1,Business,862,5,5,4,5,3,5,5,4,4,4,4,4,4,5,0,0.0
0,0,37,1,Business,548,3,2,2,4,4,2,4,4,3,5,4,5,5,4,0,0.0
1,1,50,1,Eco,1102,3,3,3,3,3,3,3,3,5,4,4,3,2,3,13,0.0
0,1,42,1,Business,1956,0,0,0,4,3,4,4,1,1,1,1,3,1,4,31,22.0
0,1,11,0,Eco,288,3,4,3,2,4,3,4,4,3,3,5,4,4,4,0,0.0
0,1,68,0,Eco,862,2,5,2,5,5,5,4,2,2,2,2,4,2,3,2,0.0
0,1,31,1,Business,2851,2,2,2,2,2,2,2,2,3,2,3,1,3,2,89,73.0
0,1,37,1,Business,190,3,3,3,3,3,2,2,4,4,4,4,4,4,5,0,0.0
0,1,64,0,Eco Plus,473,3,3,1,3,3,1,3,3,3,1,3,4,3,5,7,0.0
1,1,22,0,Eco,1972,4,4,4,1,3,4,3,3,3,3,3,4,4,3,0,2.0
0,0,30,1,Eco,612,3,1,3,4,3,3,3,3,3,4,4,1,3,3,0,0.0
0,1,11,0,Eco,1069,4,4,4,1,3,4,3,3,5,5,4,5,4,3,4,0.0
0,1,53,1,Business,2258,0,0,0,3,3,5,4,1,1,1,1,4,1,3,0,0.0
1,0,22,1,Business,224,4,0,5,4,1,5,1,1,3,5,4,5,5,1,31,33.0
1,1,40,0,Eco,780,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,10.0
0,1,56,1,Business,308,2,2,2,2,2,5,5,4,4,4,4,5,4,5,12,10.0
1,0,27,1,Eco,937,1,0,0,1,5,0,5,5,2,2,1,2,2,5,20,22.0
1,1,19,0,Business,1065,1,1,1,2,1,1,1,1,2,3,1,3,2,1,20,16.0
0,1,40,1,Business,1497,3,3,3,3,4,5,4,4,4,4,4,4,4,4,16,0.0
1,1,49,1,Business,2288,2,2,4,2,3,4,4,4,4,4,4,3,4,5,0,0.0
0,1,36,1,Eco Plus,209,3,5,5,5,3,3,3,3,2,1,3,2,3,3,0,19.0
1,1,59,0,Eco,850,2,5,2,3,3,2,3,3,4,2,4,5,4,3,13,5.0
1,0,23,1,Eco,479,4,3,4,4,5,4,4,5,3,4,3,3,5,5,0,0.0
0,0,74,1,Eco,858,2,2,2,4,2,1,1,1,3,3,3,1,1,1,0,37.0
1,1,48,0,Eco,1127,1,5,1,4,5,1,5,5,5,5,3,5,4,5,0,0.0
0,1,52,1,Business,237,1,1,1,1,4,5,4,5,5,5,5,3,5,4,14,15.0
1,1,55,1,Business,868,3,3,3,3,3,4,5,4,4,4,4,3,4,4,0,0.0
0,0,36,1,Eco,229,4,0,4,3,2,4,2,2,5,2,4,4,3,2,107,107.0
0,1,38,1,Business,192,3,3,3,3,4,3,1,5,5,5,4,2,5,2,0,0.0
1,1,69,0,Eco,669,2,3,2,3,5,2,5,5,1,1,3,4,3,5,3,0.0
1,1,12,1,Business,711,2,2,2,2,2,2,2,2,1,2,3,4,4,2,9,0.0
1,1,31,1,Eco,86,0,0,0,1,5,3,5,5,2,1,2,2,1,5,7,0.0
1,1,40,1,Business,359,1,1,1,1,4,4,4,5,5,5,5,5,5,3,33,26.0
0,1,57,0,Eco,1744,2,1,2,3,2,2,3,1,1,2,1,1,1,2,0,0.0
0,1,62,1,Business,471,2,3,2,3,5,4,4,2,2,2,2,3,2,4,7,0.0
1,1,51,1,Business,338,2,2,2,2,1,2,3,2,2,2,2,2,2,3,43,38.0
0,1,67,0,Eco,488,1,2,1,3,1,2,3,3,3,1,3,3,3,2,32,21.0
0,1,52,1,Business,1558,4,4,2,4,3,5,5,5,5,5,5,5,5,5,3,0.0
1,1,42,0,Eco,488,1,0,1,2,1,1,1,1,3,5,5,3,5,1,0,0.0
1,1,29,1,Business,2145,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0
0,0,40,1,Business,306,3,3,3,3,3,3,3,5,4,5,5,3,3,3,187,188.0
1,1,36,0,Eco,646,2,1,2,2,2,2,4,2,4,4,2,4,1,2,0,0.0
1,1,47,0,Eco,2182,4,3,5,2,3,5,3,3,4,3,3,5,3,3,1,0.0
1,1,32,0,Eco,484,2,3,2,4,4,2,4,4,4,5,4,4,5,4,0,0.0
1,1,53,1,Business,862,2,1,5,1,5,3,3,2,2,2,2,4,2,3,31,26.0
0,1,55,1,Business,3608,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0
1,1,36,1,Eco,133,3,2,2,2,3,3,3,3,4,1,2,3,2,3,7,0.0
1,1,44,1,Business,290,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0.0
0,1,57,1,Business,909,2,2,2,2,5,5,5,5,5,5,5,4,5,3,0,0.0
0,1,40,1,Eco,230,4,1,1,1,4,4,4,4,5,1,3,4,2,4,0,0.0
0,1,70,0,Eco,1171,1,2,1,3,1,4,3,1,1,1,1,1,1,1,0,0.0
0,1,38,1,Eco,403,3,5,5,5,3,3,3,3,1,4,4,1,4,3,0,0.0
1,0,35,1,Eco,1342,1,1,1,4,1,1,1,1,3,5,3,3,4,1,69,67.0
1,1,34,1,Eco,239,2,2,2,2,2,2,2,2,1,5,4,3,3,2,0,0.0
1,1,34,0,Eco,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88.0
0,1,37,1,Business,3972,4,4,4,4,2,4,4,4,4,4,4,3,4,5,0,0.0
0,1,51,1,Business,3863,1,1,1,1,2,4,4,4,4,4,4,3,4,3,0,0.0
1,1,18,0,Eco,212,3,2,3,3,3,1,1,3,4,4,3,1,3,1,148,151.0
0,1,38,1,Business,1710,3,3,3,3,4,3,3,4,4,4,4,2,4,4,16,19.0
1,0,18,1,Eco,622,4,3,4,3,3,4,3,3,2,5,3,1,2,3,0,0.0
1,1,47,1,Eco,788,4,5,5,5,4,4,4,4,5,1,3,2,5,4,0,0.0
0,1,58,0,Eco,268,3,2,3,3,5,3,4,2,2,3,2,3,2,3,13,34.0
0,1,41,0,Eco,174,2,5,2,5,4,2,4,4,3,2,4,5,4,4,33,38.0
0,1,36,0,Eco,89,1,4,1,3,3,1,3,3,3,2,4,5,5,3,0,0.0
0,1,53,1,Business,1896,1,5,5,5,2,3,3,1,1,1,1,3,1,1,5,7.0
1,1,38,1,Eco,314,1,3,3,3,1,1,1,1,4,3,4,1,4,1,0,9.0
1,1,43,0,Eco,452,1,5,3,1,5,3,3,5,5,5,5,3,5,5,32,13.0
0,1,25,1,Business,3498,1,1,3,1,5,5,5,5,3,2,5,3,4,5,30,22.0
0,1,32,1,Business,2685,4,1,4,4,5,5,5,5,1,4,4,1,3,5,34,26.0
0,1,37,1,Eco,337,3,1,1,1,3,3,3,3,2,3,2,3,3,3,43,39.0
0,1,48,0,Eco,495,5,4,5,3,3,4,5,1,1,5,1,4,1,3,0,0.0
1,1,49,1,Eco,209,4,5,5,5,4,4,4,4,2,3,1,1,5,4,0,2.0
1,1,63,0,Eco,763,1,3,1,5,5,1,4,5,5,2,4,2,4,5,0,0.0
1,0,9,1,Eco,1493,1,1,1,4,5,1,5,5,3,5,4,2,3,5,0,0.0
1,1,39,1,Business,1235,5,1,5,5,4,4,5,4,4,4,4,3,4,5,73,60.0
1,0,38,1,Business,337,2,2,2,2,1,2,1,1,3,3,5,5,5,1,63,61.0
1,1,60,1,Business,611,4,4,4,4,4,4,4,5,5,5,4,4,3,4,122,154.0
1,1,57,1,Eco,296,2,2,2,2,2,2,2,2,4,5,3,2,4,2,0,0.0
0,1,67,0,Eco,500,2,3,2,3,2,4,3,2,2,2,2,4,2,3,128,116.0
0,1,33,1,Business,991,3,4,3,3,5,5,5,5,5,5,5,3,5,5,0,0.0
1,1,42,1,Business,77,5,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0.0
0,0,58,1,Eco,266,4,0,4,1,5,4,5,5,2,5,3,2,3,5,0,0.0
1,1,41,1,Business,1752,3,3,3,3,4,4,4,4,4,4,4,3,4,4,23,19.0
1,1,37,0,Eco,929,3,5,2,4,4,2,4,4,5,5,4,3,5,4,0,0.0
0,1,25,1,Business,3104,2,2,2,2,2,2,2,2,1,2,3,3,3,2,105,100.0
0,1,43,1,Business,220,1,1,1,1,2,4,4,5,5,5,4,5,5,5,10,0.0
1,1,36,0,Eco,302,3,5,3,1,5,3,5,5,3,2,4,4,5,5,1,0.0
1,1,69,0,Eco,1065,2,4,2,2,3,2,3,3,3,4,5,5,4,3,0,0.0
1,1,43,1,Eco,541,3,5,5,5,3,3,3,3,1,4,4,4,4,3,0,0.0
0,1,35,1,Business,2586,4,3,4,4,3,4,3,4,4,4,4,3,4,1,0,0.0
0,0,25,1,Business,997,0,2,0,2,3,0,3,3,5,5,5,4,5,3,38,49.0
1,1,37,0,Eco,192,3,4,3,3,1,3,1,1,4,4,4,3,5,1,0,0.0
1,1,27,1,Business,738,2,2,2,2,3,3,3,3,3,2,4,4,5,3,12,0.0
1,1,57,1,Business,2815,0,0,0,4,3,4,4,4,4,5,5,3,4,4,0,0.0
0,1,39,0,Eco,212,4,1,4,1,3,4,2,3,1,2,2,2,2,3,4,0.0
1,0,37,1,Eco,775,2,1,1,1,4,1,4,4,2,3,3,2,2,4,0,4.0
0,1,49,1,Business,2219,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,0.0
