is_male,is_loyal_customer,age,is_business_travel,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,class = Business,class = Eco,class = Eco Plus
1,0,27,1,1059,4,4,4,4,2,4,2,2,1,1,4,2,3,2,6,18.0,0,1,0
0,0,37,1,251,3,2,3,3,3,3,3,3,4,3,3,1,4,3,0,0.0,0,1,0
0,1,55,0,473,2,3,2,3,1,1,1,2,2,2,2,4,2,4,0,0.0,0,1,0
0,1,47,1,2334,1,1,1,1,2,5,5,5,5,5,5,3,5,3,0,0.0,1,0,0
0,1,31,1,2446,4,2,2,2,4,3,4,4,2,1,2,1,3,4,4,0.0,0,0,1
0,0,26,1,1184,4,4,4,2,5,4,2,5,5,3,4,5,4,5,78,74.0,1,0,0
0,1,30,0,668,1,5,1,4,2,1,2,2,3,5,4,5,5,2,1,0.0,0,1,0
0,0,30,1,1521,2,2,2,3,4,2,4,4,4,2,4,5,5,4,10,0.0,1,0,0
0,0,24,1,787,2,2,2,1,4,2,4,4,5,5,5,3,5,4,6,0.0,0,1,0
0,1,57,1,337,3,5,3,3,5,4,5,3,3,4,3,4,3,4,24,21.0,1,0,0
1,1,55,0,2454,3,2,3,4,3,2,4,1,1,4,4,4,1,4,0,0.0,0,1,0
1,0,22,1,1121,2,2,2,3,2,5,1,1,4,2,4,1,4,1,14,46.0,0,1,0
1,1,59,1,3051,0,4,0,3,4,4,5,4,4,3,3,4,4,3,7,0.0,1,0,0
1,1,60,1,3753,3,3,3,3,5,5,5,4,4,4,4,4,4,5,5,2.0,1,0,0
0,1,59,0,341,3,5,3,1,4,4,5,3,3,3,3,5,3,5,115,106.0,0,0,1
1,1,26,0,1258,1,4,1,4,1,5,5,5,4,4,5,5,4,5,111,158.0,0,1,0
0,1,51,1,153,5,5,4,5,3,3,4,5,5,5,5,5,5,2,0,0.0,1,0,0
1,1,60,1,283,3,5,5,5,5,4,3,3,3,3,3,4,3,3,7,56.0,1,0,0
0,1,41,1,1587,1,3,3,3,1,1,1,1,3,2,2,1,4,1,0,0.0,0,1,0
0,1,54,1,3342,1,1,1,1,3,5,5,5,5,4,5,4,5,4,0,0.0,1,0,0
0,1,15,1,287,4,5,5,5,4,4,2,4,2,5,3,2,4,4,0,0.0,0,1,0
1,1,48,1,89,4,4,4,4,4,4,5,4,4,4,4,4,4,5,19,16.0,1,0,0
1,0,21,1,223,4,4,4,5,4,4,2,4,4,5,5,4,4,4,0,0.0,1,0,0
0,1,40,1,2586,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0,1,0,0
0,1,49,1,1861,2,4,4,4,5,3,3,2,2,3,2,2,2,2,36,19.0,1,0,0
0,1,61,1,3711,0,4,0,2,5,3,2,4,4,4,4,5,4,1,0,0.0,1,0,0
0,1,23,1,3888,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0.0,1,0,0
1,0,31,1,1069,4,4,4,4,5,4,2,5,4,5,4,1,3,5,72,114.0,1,0,0
1,1,24,1,1609,3,3,3,3,5,5,5,5,4,2,3,3,2,5,0,0.0,1,0,0
0,0,38,1,927,2,2,2,1,3,2,3,3,4,1,5,3,2,3,0,0.0,0,1,0
0,1,36,1,284,1,1,1,1,1,1,1,1,3,1,3,2,2,1,0,1.0,0,1,0
0,1,57,1,199,4,3,3,3,4,5,4,4,4,4,4,3,4,1,0,0.0,0,1,0
0,0,29,1,920,3,3,3,4,5,3,5,5,1,2,4,1,4,5,12,3.0,0,1,0
1,1,57,1,309,3,3,3,3,1,3,3,3,3,3,3,2,3,2,0,0.0,1,0,0
1,0,46,1,1303,2,2,2,3,2,2,2,2,2,4,3,1,3,2,0,3.0,0,1,0
0,1,42,1,3509,5,5,5,5,4,5,4,4,4,4,4,5,4,4,6,7.0,1,0,0
1,1,43,1,846,1,1,1,1,2,4,4,2,2,2,2,3,2,4,25,20.0,1,0,0
0,1,48,1,760,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0,1,0,0
1,0,22,1,812,3,3,3,4,5,3,3,5,4,4,4,3,3,5,0,0.0,0,1,0
1,1,49,1,821,2,3,3,3,1,2,3,2,2,2,2,4,2,2,0,7.0,1,0,0
0,1,53,0,817,4,3,3,2,1,5,4,4,4,3,5,1,4,1,2,0.0,0,1,0
1,0,26,1,1056,2,2,2,2,5,2,5,5,5,3,3,4,5,5,1,0.0,0,1,0
1,1,34,1,2369,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,0.0,1,0,0
0,1,64,0,590,2,3,3,3,4,2,3,4,4,3,4,1,4,4,10,7.0,0,1,0
0,1,28,0,1020,1,2,1,4,5,1,4,5,3,2,3,4,3,5,39,64.0,0,1,0
1,1,47,1,191,2,5,5,5,5,1,1,2,2,2,2,4,2,3,18,15.0,1,0,0
1,1,12,0,231,2,2,2,4,2,2,2,2,2,3,4,1,3,2,0,0.0,0,0,1
1,1,64,0,1849,2,3,2,3,3,2,3,3,4,4,2,3,3,3,0,0.0,0,1,0
0,1,27,0,719,3,5,2,3,3,2,3,3,3,2,4,4,5,3,0,0.0,0,1,0
0,1,33,0,402,3,4,3,4,2,3,2,2,4,2,4,5,5,2,6,4.0,0,1,0
0,1,59,0,929,2,4,2,4,5,5,4,3,3,2,3,3,3,4,0,0.0,1,0,0
0,1,50,1,1171,4,4,3,4,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0,0
0,1,72,1,1197,4,4,4,4,4,3,2,4,4,4,4,3,4,2,24,12.0,0,0,1
1,0,41,1,454,2,4,2,3,2,2,2,2,1,2,5,5,4,2,0,0.0,0,1,0
0,1,34,0,173,2,4,0,2,3,0,3,3,5,5,4,3,4,3,0,0.0,0,0,1
1,1,46,0,1097,2,3,3,4,5,3,5,5,3,1,4,3,3,5,2,29.0,0,0,1
1,0,30,1,780,4,4,4,3,2,4,2,2,3,2,4,3,4,2,0,0.0,0,1,0
0,1,47,0,2399,1,4,1,1,4,4,4,3,3,1,3,5,3,3,0,0.0,0,1,0
0,1,52,1,227,2,5,5,5,4,2,3,2,2,3,2,4,2,1,0,5.0,1,0,0
1,1,36,0,987,3,2,3,3,1,3,3,2,2,3,2,2,2,2,5,2.0,1,0,0
1,1,59,0,539,1,2,1,3,2,1,2,2,1,3,3,2,3,2,0,0.0,0,1,0
1,0,25,1,590,2,2,2,4,2,2,2,2,2,1,3,1,3,2,36,26.0,0,1,0
0,1,59,0,369,3,3,3,4,3,4,4,5,5,3,5,2,5,2,0,0.0,0,0,1
1,0,37,1,912,2,2,2,4,4,2,4,4,4,3,4,3,3,4,71,86.0,0,1,0
0,1,38,0,255,3,5,3,2,2,3,5,2,4,2,5,5,4,2,0,0.0,0,1,0
0,1,42,1,224,4,3,3,3,1,2,2,3,3,4,3,1,3,2,53,42.0,0,1,0
1,1,29,0,425,4,5,4,1,1,4,1,1,3,2,5,3,4,1,21,19.0,0,1,0
0,1,43,0,980,3,4,3,4,3,5,4,4,4,3,4,5,4,5,42,49.0,0,1,0
0,1,54,1,1652,1,1,1,1,2,4,5,5,5,5,5,3,5,4,0,0.0,1,0,0
0,1,49,1,3852,2,2,2,2,4,4,4,5,5,5,5,4,5,4,30,9.0,1,0,0
0,1,13,0,558,2,2,2,4,5,2,5,5,2,3,4,1,4,5,0,4.0,0,1,0
1,1,49,0,296,3,5,3,4,1,3,1,1,3,5,5,5,5,1,0,3.0,0,1,0
1,1,50,0,802,2,2,2,4,4,2,4,4,1,2,4,1,3,4,17,0.0,0,1,0
0,1,29,1,526,1,3,3,3,1,1,1,1,1,4,1,1,3,1,0,0.0,1,0,0
1,1,44,1,376,3,4,4,4,3,3,3,3,2,5,3,4,3,3,6,1.0,0,1,0
1,1,53,1,2166,4,4,4,4,5,3,4,4,4,4,4,2,4,5,0,0.0,1,0,0
0,1,80,1,3826,4,3,3,3,2,4,4,4,4,4,4,3,4,1,0,0.0,1,0,0
0,1,50,1,892,4,1,1,1,3,3,2,4,4,3,4,4,4,4,0,14.0,1,0,0
1,1,36,0,1628,3,4,3,1,4,3,4,4,4,5,5,3,4,4,44,30.0,0,1,0
0,1,40,1,813,5,4,4,4,5,5,5,5,2,4,1,1,5,5,0,0.0,0,1,0
0,1,70,0,1172,4,5,5,4,2,3,5,1,1,5,1,3,1,4,17,21.0,0,1,0
1,1,68,1,746,3,5,3,5,3,3,4,3,3,3,3,1,3,2,130,129.0,1,0,0
0,0,42,1,447,2,3,2,4,3,2,3,3,4,4,3,1,4,3,0,6.0,0,1,0
0,1,44,1,1814,3,3,3,3,3,4,5,5,5,5,5,3,5,4,27,11.0,1,0,0
0,1,60,1,1024,3,3,3,3,3,4,4,5,5,5,5,5,5,5,0,16.0,1,0,0
0,1,29,0,399,2,5,5,1,4,5,4,4,3,4,4,4,5,4,47,41.0,0,1,0
0,1,56,1,1506,4,4,4,4,2,5,4,4,4,4,4,3,4,5,0,0.0,1,0,0
1,1,57,0,862,2,4,2,3,3,4,4,4,4,2,3,5,4,4,0,0.0,1,0,0
0,0,38,1,189,3,2,3,4,1,3,1,1,2,4,4,1,3,1,0,0.0,0,1,0
0,0,24,1,937,5,0,5,3,2,5,2,2,4,4,4,4,4,2,31,39.0,1,0,0
1,0,38,1,583,2,0,2,4,2,2,2,2,5,4,1,4,5,2,0,2.0,0,1,0
1,1,26,1,1702,4,4,4,4,4,4,4,4,4,1,5,5,3,4,0,0.0,1,0,0
1,1,31,1,3655,5,5,5,5,4,4,4,4,4,2,4,3,5,4,0,0.0,1,0,0
1,1,17,0,1117,2,2,3,4,3,3,3,3,4,4,4,3,3,3,26,0.0,0,1,0
0,1,52,1,2499,4,4,4,4,4,5,5,5,5,5,4,5,5,5,107,126.0,1,0,0
1,1,40,1,2070,3,3,3,3,5,5,4,5,5,5,5,4,5,5,8,0.0,1,0,0
0,1,36,0,399,0,5,0,3,4,0,4,4,3,5,5,3,4,4,0,0.0,0,1,0
1,1,48,0,641,2,1,2,4,1,2,1,1,4,2,4,2,3,1,2,0.0,0,1,0
1,1,28,1,101,2,1,1,1,2,2,2,2,2,2,3,2,4,2,0,0.0,1,0,0
0,1,44,1,140,0,4,0,2,2,5,5,5,5,5,5,3,5,3,0,0.0,1,0,0
1,1,38,1,1522,2,2,5,2,2,4,4,2,2,2,2,2,2,1,64,39.0,1,0,0
0,1,51,0,2603,3,1,3,4,3,4,4,2,4,4,3,4,1,4,0,3.0,0,1,0
1,0,22,1,157,3,1,3,2,2,3,2,2,2,1,2,2,2,2,28,55.0,0,1,0
0,0,21,1,373,4,0,4,5,1,4,1,1,5,5,5,4,5,1,0,2.0,1,0,0
0,1,64,0,954,4,1,4,3,3,4,4,2,2,4,2,1,2,3,0,0.0,0,1,0
1,1,48,1,2405,4,4,4,4,3,4,4,5,5,5,5,3,5,3,10,12.0,1,0,0
1,1,49,1,1096,3,3,3,3,2,5,5,4,4,5,4,3,4,3,8,45.0,1,0,0
1,1,45,0,273,1,4,1,4,3,1,3,3,1,1,4,4,4,3,0,0.0,0,1,0
0,1,40,0,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0.0,0,1,0
0,0,30,1,587,2,4,2,4,2,2,2,2,3,1,1,2,3,2,0,0.0,0,1,0
0,1,47,0,2454,3,1,3,2,3,2,2,2,2,3,2,3,2,4,0,0.0,0,1,0
1,0,26,1,1031,3,3,3,3,5,3,3,5,4,2,3,3,5,5,0,0.0,0,1,0
1,1,42,0,1916,1,5,1,1,4,1,4,4,5,4,5,4,4,4,1,11.0,0,1,0
1,1,55,1,1139,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,0.0,0,1,0
0,1,30,1,272,2,3,3,3,2,3,2,2,4,3,3,1,4,2,0,0.0,0,0,1
0,1,21,0,853,2,3,2,5,2,2,2,2,2,2,1,3,2,2,16,15.0,0,1,0
0,0,27,1,643,2,0,2,2,3,2,3,3,4,3,3,1,4,3,0,0.0,0,1,0
0,1,17,0,951,2,3,2,3,4,2,4,4,2,3,3,4,3,4,29,15.0,0,1,0
0,1,48,0,461,1,3,1,3,2,3,4,1,1,1,1,3,1,4,0,0.0,0,1,0
0,1,47,1,1024,2,2,2,2,5,4,1,4,4,4,4,1,4,1,0,0.0,1,0,0
1,1,60,1,331,3,3,3,3,2,5,5,4,4,4,4,4,4,3,46,51.0,1,0,0
1,1,17,1,268,3,2,2,2,3,3,1,3,3,4,4,4,4,3,0,65.0,0,0,1
1,1,17,0,373,1,1,1,4,2,1,2,2,2,2,3,4,4,2,0,0.0,0,1,0
1,1,41,0,533,3,4,3,2,1,3,1,1,3,3,4,5,4,1,0,0.0,0,1,0
0,1,37,0,408,4,1,3,4,2,3,2,2,3,4,3,1,3,2,0,16.0,0,1,0
1,1,11,0,1620,2,5,2,3,2,2,2,2,4,2,4,5,4,2,21,0.0,0,0,1
1,0,42,1,1327,4,4,4,4,1,4,5,1,4,3,3,1,1,1,7,6.0,0,1,0
0,1,45,0,628,2,4,2,1,2,5,5,5,5,2,5,5,5,4,0,0.0,0,1,0
0,1,7,0,447,5,4,5,2,1,5,1,1,3,4,5,4,4,1,0,0.0,0,1,0
1,1,62,0,253,2,1,2,3,3,2,3,3,2,1,4,4,4,3,0,0.0,0,0,1
1,1,60,1,3916,1,1,1,1,5,4,4,4,4,5,4,3,4,5,1,8.0,1,0,0
0,1,14,0,1096,2,4,2,1,5,2,5,5,5,5,4,3,5,5,0,0.0,0,1,0
1,1,50,1,1269,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0.0,1,0,0
0,1,21,0,602,3,4,3,3,4,3,4,4,5,5,4,4,4,4,14,7.0,0,1,0
0,1,50,1,1744,3,3,5,3,4,5,4,5,5,5,5,4,5,4,0,0.0,1,0,0
1,0,35,1,930,1,1,1,3,4,1,4,4,4,4,5,4,4,4,10,13.0,1,0,0
0,1,31,0,762,2,5,1,4,1,1,1,1,4,3,4,4,4,1,0,9.0,0,1,0
1,1,41,1,2614,3,3,4,3,3,3,1,5,5,5,5,2,5,1,0,0.0,1,0,0
1,1,56,1,413,3,5,2,5,3,3,3,3,4,4,2,1,2,3,0,0.0,0,1,0
1,1,33,1,2841,2,2,2,2,4,4,4,4,3,5,5,3,5,4,3,0.0,1,0,0
1,0,9,1,1189,4,4,4,3,5,4,5,5,3,2,4,2,4,5,40,31.0,0,1,0
0,1,55,1,1814,1,1,1,1,2,4,5,4,4,4,4,5,4,5,0,0.0,1,0,0
0,1,52,1,3977,4,4,4,4,5,4,4,5,5,5,5,3,5,5,9,14.0,1,0,0
1,1,64,0,825,3,4,3,1,4,3,5,4,4,5,4,5,4,4,0,0.0,0,1,0
0,1,55,0,585,4,5,5,4,4,4,5,3,3,5,5,4,3,5,0,0.0,0,1,0
0,1,42,1,707,5,4,4,4,4,1,5,5,5,5,5,2,5,3,0,0.0,0,1,0
0,1,63,0,577,4,5,4,1,5,4,5,5,5,4,5,5,5,4,21,19.0,0,1,0
1,1,8,0,899,2,5,2,2,2,2,2,2,4,2,5,4,4,2,0,10.0,0,1,0
1,1,34,1,502,2,1,1,1,2,2,2,2,1,2,3,1,4,2,0,0.0,0,0,1
1,1,31,1,3252,1,1,1,1,4,4,4,4,5,3,4,3,4,4,19,29.0,1,0,0
1,1,39,1,1438,4,4,4,4,1,3,4,4,4,3,4,2,4,2,0,1.0,1,0,0
0,1,70,0,334,1,2,1,4,2,3,4,5,5,1,5,2,5,2,0,0.0,0,1,0
0,1,29,1,1464,2,2,2,2,2,2,2,2,3,2,4,2,3,2,0,0.0,1,0,0
0,1,57,1,2797,1,1,1,1,5,5,5,2,5,4,4,5,1,5,0,0.0,1,0,0
1,1,48,0,627,2,5,2,4,4,2,4,4,5,2,4,5,5,4,0,1.0,0,1,0
0,0,28,1,802,3,3,3,3,1,3,1,1,3,4,4,4,4,1,0,0.0,1,0,0
0,1,66,0,326,4,5,4,1,2,3,1,1,1,4,1,3,1,3,0,5.0,0,1,0
1,1,58,1,231,2,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0,1,0,0
1,1,51,1,1416,5,4,3,4,5,5,5,5,5,5,4,2,1,5,0,0.0,0,1,0
0,0,31,1,933,1,0,0,3,2,0,2,2,4,4,3,3,2,2,0,0.0,0,1,0
0,1,60,0,2475,4,1,4,2,3,2,1,3,3,4,1,2,3,1,6,0.0,0,1,0
0,1,54,0,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0,0,1,0
0,1,31,1,250,1,1,1,1,5,5,5,5,5,4,4,3,4,5,0,0.0,1,0,0
1,1,56,1,1535,5,5,5,5,5,4,4,5,5,5,5,4,5,3,0,0.0,1,0,0
1,1,31,1,1944,2,3,2,2,4,4,4,4,1,4,3,5,4,4,0,1.0,1,0,0
1,1,42,1,1481,1,1,1,1,2,5,4,5,5,5,5,5,5,5,3,0.0,1,0,0
0,1,12,0,31,3,4,3,4,1,3,1,1,1,1,2,5,1,1,12,8.0,0,1,0
0,1,33,1,153,5,5,5,5,5,4,5,5,2,2,4,5,5,5,3,0.0,0,1,0
0,1,47,1,3584,4,1,1,1,4,3,3,4,4,4,4,3,4,2,0,0.0,1,0,0
1,1,44,0,2715,1,4,1,4,1,4,4,5,4,4,4,4,3,4,0,0.0,0,1,0
1,1,42,1,2152,4,4,4,4,2,5,4,4,4,5,4,4,4,5,10,2.0,1,0,0
0,1,54,0,749,2,1,2,4,5,4,4,2,2,2,2,4,2,3,0,7.0,0,1,0
1,1,40,0,1390,1,2,1,4,3,1,3,3,2,2,4,3,4,3,0,0.0,0,1,0
1,1,36,1,1747,4,4,4,4,2,5,5,5,5,5,5,3,5,4,0,0.0,1,0,0
1,1,45,1,2684,1,1,1,1,3,5,4,5,5,5,5,3,5,4,0,0.0,1,0,0
1,1,43,1,486,3,4,4,4,3,3,4,3,3,3,3,2,3,2,60,57.0,1,0,0
0,1,53,1,3643,5,5,5,5,4,4,4,3,3,3,3,3,3,4,0,0.0,1,0,0
1,1,25,0,1927,2,4,2,4,4,2,4,4,5,4,3,5,5,4,0,0.0,0,0,1
0,1,31,0,602,5,5,5,1,5,5,4,5,5,4,5,5,4,5,0,7.0,1,0,0
0,1,53,1,1788,2,4,4,4,4,2,4,2,2,2,2,2,2,4,0,0.0,1,0,0
1,1,9,0,592,2,5,2,2,1,2,1,1,2,4,1,5,4,1,0,0.0,0,1,0
1,1,42,1,409,3,4,3,4,3,3,3,3,2,1,2,4,2,3,0,14.0,0,1,0
1,1,25,0,594,2,1,3,3,4,3,3,4,2,5,4,3,4,4,0,0.0,0,1,0
1,0,21,1,859,3,2,2,2,5,2,5,5,5,5,2,3,1,5,5,0.0,0,1,0
0,1,29,0,882,0,1,0,3,5,0,5,5,1,3,3,3,4,5,16,5.0,0,1,0
0,1,28,1,3209,3,3,3,3,5,5,5,5,1,4,2,2,4,5,81,67.0,1,0,0
0,1,50,1,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0.0,1,0,0
0,1,53,0,631,2,4,2,1,5,5,4,5,5,2,5,4,5,5,34,8.0,1,0,0
1,0,39,1,109,2,2,2,2,2,2,2,2,4,4,4,5,4,2,0,0.0,1,0,0
1,1,14,0,1024,3,4,3,1,3,2,2,2,5,1,1,2,2,2,142,141.0,1,0,0
0,0,36,1,610,1,1,1,1,1,1,1,1,3,1,3,4,4,1,0,0.0,0,0,1
0,1,47,1,1706,2,4,1,4,3,2,4,2,2,2,2,2,2,3,3,0.0,1,0,0
1,1,43,0,2153,1,2,1,4,1,1,1,1,3,4,3,1,3,1,0,0.0,0,1,0
0,1,19,0,417,2,4,2,1,3,2,3,3,1,3,2,4,3,3,0,0.0,0,1,0
1,1,43,0,490,1,2,1,2,1,1,1,1,2,2,2,3,2,1,0,0.0,0,1,0
0,1,44,1,1218,1,1,5,1,5,4,4,5,5,5,5,5,5,5,0,0.0,1,0,0
0,1,34,0,134,1,0,1,2,1,1,1,1,4,2,5,4,5,1,21,25.0,0,1,0
0,1,15,0,922,2,2,1,2,5,1,5,5,2,1,2,1,3,5,0,7.0,0,1,0
0,1,48,1,541,4,4,4,4,4,4,4,4,4,4,4,3,4,3,10,16.0,1,0,0
1,1,50,1,3703,5,1,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0,1,0,0
1,1,37,0,463,4,5,4,3,2,4,2,2,5,2,4,4,5,2,0,0.0,0,0,1
0,1,31,1,772,4,4,4,4,5,5,5,5,5,2,5,3,4,5,0,0.0,1,0,0
0,1,35,0,190,1,4,1,2,2,1,4,2,3,5,4,4,4,2,48,31.0,0,1,0
1,1,22,1,2277,4,5,5,5,4,4,4,4,5,3,3,1,1,4,3,0.0,0,1,0
0,1,50,1,1033,4,4,5,4,5,5,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,51,1,862,5,5,4,5,3,5,5,4,4,4,4,4,4,5,0,0.0,1,0,0
0,0,37,1,548,3,2,2,4,4,2,4,4,3,5,4,5,5,4,0,0.0,1,0,0
1,1,50,1,1102,3,3,3,3,3,3,3,3,5,4,4,3,2,3,13,0.0,0,1,0
0,1,42,1,1956,0,0,0,4,3,4,4,1,1,1,1,3,1,4,31,22.0,1,0,0
0,1,11,0,288,3,4,3,2,4,3,4,4,3,3,5,4,4,4,0,0.0,0,1,0
0,1,68,0,862,2,5,2,5,5,5,4,2,2,2,2,4,2,3,2,0.0,0,1,0
0,1,31,1,2851,2,2,2,2,2,2,2,2,3,2,3,1,3,2,89,73.0,1,0,0
0,1,37,1,190,3,3,3,3,3,2,2,4,4,4,4,4,4,5,0,0.0,1,0,0
0,1,64,0,473,3,3,1,3,3,1,3,3,3,1,3,4,3,5,7,0.0,0,0,1
1,1,22,0,1972,4,4,4,1,3,4,3,3,3,3,3,4,4,3,0,2.0,0,1,0
0,0,30,1,612,3,1,3,4,3,3,3,3,3,4,4,1,3,3,0,0.0,0,1,0
0,1,11,0,1069,4,4,4,1,3,4,3,3,5,5,4,5,4,3,4,0.0,0,1,0
0,1,53,1,2258,0,0,0,3,3,5,4,1,1,1,1,4,1,3,0,0.0,1,0,0
1,0,22,1,224,4,0,5,4,1,5,1,1,3,5,4,5,5,1,31,33.0,1,0,0
1,1,40,0,780,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,10.0,0,1,0
0,1,56,1,308,2,2,2,2,2,5,5,4,4,4,4,5,4,5,12,10.0,1,0,0
1,0,27,1,937,1,0,0,1,5,0,5,5,2,2,1,2,2,5,20,22.0,0,1,0
1,1,19,0,1065,1,1,1,2,1,1,1,1,2,3,1,3,2,1,20,16.0,1,0,0
0,1,40,1,1497,3,3,3,3,4,5,4,4,4,4,4,4,4,4,16,0.0,1,0,0
1,1,49,1,2288,2,2,4,2,3,4,4,4,4,4,4,3,4,5,0,0.0,1,0,0
0,1,36,1,209,3,5,5,5,3,3,3,3,2,1,3,2,3,3,0,19.0,0,0,1
1,1,59,0,850,2,5,2,3,3,2,3,3,4,2,4,5,4,3,13,5.0,0,1,0
1,0,23,1,479,4,3,4,4,5,4,4,5,3,4,3,3,5,5,0,0.0,0,1,0
0,0,74,1,858,2,2,2,4,2,1,1,1,3,3,3,1,1,1,0,37.0,0,1,0
1,1,48,0,1127,1,5,1,4,5,1,5,5,5,5,3,5,4,5,0,0.0,0,1,0
0,1,52,1,237,1,1,1,1,4,5,4,5,5,5,5,3,5,4,14,15.0,1,0,0
1,1,55,1,868,3,3,3,3,3,4,5,4,4,4,4,3,4,4,0,0.0,1,0,0
0,0,36,1,229,4,0,4,3,2,4,2,2,5,2,4,4,3,2,107,107.0,0,1,0
0,1,38,1,192,3,3,3,3,4,3,1,5,5,5,4,2,5,2,0,0.0,1,0,0
1,1,69,0,669,2,3,2,3,5,2,5,5,1,1,3,4,3,5,3,0.0,0,1,0
1,1,12,1,711,2,2,2,2,2,2,2,2,1,2,3,4,4,2,9,0.0,1,0,0
1,1,31,1,86,0,0,0,1,5,3,5,5,2,1,2,2,1,5,7,0.0,0,1,0
1,1,40,1,359,1,1,1,1,4,4,4,5,5,5,5,5,5,3,33,26.0,1,0,0
0,1,57,0,1744,2,1,2,3,2,2,3,1,1,2,1,1,1,2,0,0.0,0,1,0
0,1,62,1,471,2,3,2,3,5,4,4,2,2,2,2,3,2,4,7,0.0,1,0,0
1,1,51,1,338,2,2,2,2,1,2,3,2,2,2,2,2,2,3,43,38.0,1,0,0
0,1,67,0,488,1,2,1,3,1,2,3,3,3,1,3,3,3,2,32,21.0,0,1,0
0,1,52,1,1558,4,4,2,4,3,5,5,5,5,5,5,5,5,5,3,0.0,1,0,0
1,1,42,0,488,1,0,1,2,1,1,1,1,3,5,5,3,5,1,0,0.0,0,1,0
1,1,29,1,2145,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0,1,0,0
0,0,40,1,306,3,3,3,3,3,3,3,5,4,5,5,3,3,3,187,188.0,1,0,0
1,1,36,0,646,2,1,2,2,2,2,4,2,4,4,2,4,1,2,0,0.0,0,1,0
1,1,47,0,2182,4,3,5,2,3,5,3,3,4,3,3,5,3,3,1,0.0,0,1,0
1,1,32,0,484,2,3,2,4,4,2,4,4,4,5,4,4,5,4,0,0.0,0,1,0
1,1,53,1,862,2,1,5,1,5,3,3,2,2,2,2,4,2,3,31,26.0,1,0,0
0,1,55,1,3608,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,36,1,133,3,2,2,2,3,3,3,3,4,1,2,3,2,3,7,0.0,0,1,0
1,1,44,1,290,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0.0,1,0,0
0,1,57,1,909,2,2,2,2,5,5,5,5,5,5,5,4,5,3,0,0.0,1,0,0
0,1,40,1,230,4,1,1,1,4,4,4,4,5,1,3,4,2,4,0,0.0,0,1,0
0,1,70,0,1171,1,2,1,3,1,4,3,1,1,1,1,1,1,1,0,0.0,0,1,0
0,1,38,1,403,3,5,5,5,3,3,3,3,1,4,4,1,4,3,0,0.0,0,1,0
1,0,35,1,1342,1,1,1,4,1,1,1,1,3,5,3,3,4,1,69,67.0,0,1,0
1,1,34,1,239,2,2,2,2,2,2,2,2,1,5,4,3,3,2,0,0.0,0,1,0
1,1,34,0,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88.0,0,1,0
0,1,37,1,3972,4,4,4,4,2,4,4,4,4,4,4,3,4,5,0,0.0,1,0,0
0,1,51,1,3863,1,1,1,1,2,4,4,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,18,0,212,3,2,3,3,3,1,1,3,4,4,3,1,3,1,148,151.0,0,1,0
0,1,38,1,1710,3,3,3,3,4,3,3,4,4,4,4,2,4,4,16,19.0,1,0,0
1,0,18,1,622,4,3,4,3,3,4,3,3,2,5,3,1,2,3,0,0.0,0,1,0
1,1,47,1,788,4,5,5,5,4,4,4,4,5,1,3,2,5,4,0,0.0,0,1,0
0,1,58,0,268,3,2,3,3,5,3,4,2,2,3,2,3,2,3,13,34.0,0,1,0
0,1,41,0,174,2,5,2,5,4,2,4,4,3,2,4,5,4,4,33,38.0,0,1,0
0,1,36,0,89,1,4,1,3,3,1,3,3,3,2,4,5,5,3,0,0.0,0,1,0
0,1,53,1,1896,1,5,5,5,2,3,3,1,1,1,1,3,1,1,5,7.0,1,0,0
1,1,38,1,314,1,3,3,3,1,1,1,1,4,3,4,1,4,1,0,9.0,0,1,0
1,1,43,0,452,1,5,3,1,5,3,3,5,5,5,5,3,5,5,32,13.0,0,1,0
0,1,25,1,3498,1,1,3,1,5,5,5,5,3,2,5,3,4,5,30,22.0,1,0,0
0,1,32,1,2685,4,1,4,4,5,5,5,5,1,4,4,1,3,5,34,26.0,1,0,0
