carat,cut,color,clarity,depth,table
0.71,Ideal,E,VS2,62.7,57.0
1.1,Ideal,J,SI2,60.9,56.0
0.33,Ideal,D,VS2,61.8,56.0
0.5,Ideal,H,VS2,62.3,58.0
0.3,Premium,F,SI1,60.9,60.0
0.83,Ideal,F,SI1,61.8,55.0
1.01,Premium,E,SI2,58.6,58.0
0.43,Very Good,D,SI2,63.1,59.0
0.71,Ideal,D,SI1,62.0,55.0
0.4,Ideal,D,VVS2,61.9,56.0
0.57,Premium,D,VS2,61.9,58.0
0.61,Very Good,G,VS2,63.0,58.0
0.4,Premium,E,VS2,60.7,60.0
0.51,Ideal,H,VS2,62.9,57.0
0.32,Very Good,H,SI2,60.4,59.0
0.34,Ideal,F,VVS1,61.4,55.0
0.33,Ideal,F,IF,61.3,55.0
0.71,Premium,H,IF,62.9,60.0
0.9,Very Good,E,SI1,63.0,56.0
1.63,Ideal,F,SI1,61.5,56.0
0.72,Very Good,E,SI2,61.0,59.0
0.9,Premium,F,SI2,59.7,60.0
1.03,Very Good,G,VS1,60.7,58.0
1.04,Very Good,G,SI2,62.7,57.0
0.41,Premium,E,VS1,60.6,59.0
0.54,Ideal,F,VVS2,61.6,56.0
1.01,Premium,G,SI1,62.2,58.0
0.41,Ideal,E,VS1,61.7,55.0
1.52,Ideal,J,VS1,62.8,54.3
1.04,Premium,G,IF,61.3,58.0
1.18,Ideal,F,VS2,62.0,57.0
0.32,Ideal,F,SI1,60.9,55.0
0.9,Ideal,H,VS2,59.9,57.0
1.33,Premium,G,SI2,59.2,62.0
2.35,Premium,H,SI2,62.3,58.0
0.53,Ideal,E,SI2,63.0,57.0
2.52,Premium,H,SI2,62.4,57.0
0.9,Very Good,G,VS2,58.8,61.0
0.32,Very Good,F,VVS2,63.8,55.0
0.7,Very Good,D,SI1,62.8,60.0
1.51,Very Good,F,VS1,58.9,60.0
1.51,Ideal,G,VVS2,61.8,57.0
2.04,Premium,I,SI1,62.2,57.0
0.31,Good,E,SI1,63.3,55.0
0.71,Ideal,G,SI1,62.5,57.0
0.8,Premium,G,IF,62.6,58.0
1.3,Ideal,J,SI1,61.5,55.0
1.01,Fair,H,SI1,65.3,61.0
0.29,Premium,G,VS1,62.1,59.0
0.33,Very Good,E,SI1,62.0,60.0
1.51,Premium,H,IF,60.2,60.0
1.2,Good,G,VS1,62.8,59.0
1.13,Premium,H,SI1,62.6,60.0
2.02,Premium,F,SI2,61.3,58.0
1.13,Ideal,I,SI1,61.4,57.0
0.56,Very Good,E,SI2,63.5,57.0
2.01,Ideal,G,VS2,63.0,56.0
0.9,Fair,H,VS2,65.5,57.0
2.19,Ideal,I,SI2,62.5,56.0
1.18,Premium,G,SI2,60.5,60.0
1.01,Premium,J,SI2,61.8,60.0
0.9,Very Good,G,SI1,62.7,59.0
0.52,Ideal,H,VVS1,61.2,57.0
1.04,Ideal,G,VS2,62.0,59.0
0.9,Premium,G,SI1,62.7,59.0
0.32,Ideal,D,SI1,62.8,56.0
1.02,Ideal,J,VVS2,62.7,57.0
0.32,Ideal,H,VS2,62.0,55.0
0.72,Premium,G,SI2,62.8,61.0
0.81,Ideal,F,VS2,61.7,57.0
0.66,Good,G,VS1,61.6,61.0
0.3,Very Good,I,VS1,60.8,59.0
1.01,Very Good,F,SI2,62.2,58.0
0.35,Ideal,E,VS2,62.2,56.0
0.3,Very Good,G,VVS1,63.4,56.0
0.7,Ideal,E,VS1,62.1,56.0
1.02,Good,J,SI2,63.1,58.0
0.74,Ideal,G,VS1,60.9,55.0
1.2,Very Good,H,SI1,62.1,58.0
0.4,Ideal,D,VS1,60.6,56.0
0.38,Ideal,E,VVS1,61.9,56.0
0.4,Very Good,G,IF,61.4,54.0
0.71,Ideal,G,VS2,61.8,56.0
0.7,Ideal,G,SI2,61.4,57.0
0.52,Ideal,F,VS2,62.5,56.0
0.31,Premium,G,SI1,63.0,58.0
0.93,Premium,J,VS2,61.1,59.0
0.32,Good,E,SI1,63.2,56.0
0.24,Very Good,F,VVS2,61.7,56.0
0.9,Very Good,F,VS1,62.5,58.0
0.35,Ideal,E,VVS2,61.0,57.0
0.4,Very Good,F,SI1,63.3,57.0
0.96,Good,I,I1,58.6,64.0
0.36,Premium,E,SI2,60.6,59.0
0.39,Premium,G,VS2,60.4,61.0
0.91,Premium,E,SI2,61.1,59.0
0.51,Premium,D,SI1,60.9,59.0
0.71,Ideal,D,VS2,63.0,56.0
1.21,Ideal,F,VS2,62.6,55.0
0.51,Ideal,H,VVS1,61.8,55.0
0.3,Ideal,I,VVS2,62.2,56.0
0.5,Very Good,F,VS2,62.9,57.0
0.43,Very Good,F,SI1,62.4,57.0
0.3,Ideal,E,VS2,62.6,54.0
1.03,Premium,G,VS2,58.9,59.0
0.51,Ideal,G,VS1,61.0,55.0
0.5,Ideal,D,SI1,62.7,57.0
0.37,Ideal,I,IF,61.4,55.0
1.01,Very Good,D,SI1,59.1,61.0
0.51,Good,G,SI2,63.6,54.0
0.26,Ideal,G,VVS2,62.7,53.0
1.7,Premium,J,VS2,62.9,62.0
1.37,Premium,G,VS1,58.3,60.0
0.45,Ideal,G,IF,62.8,53.0
0.32,Ideal,F,VVS1,62.3,55.0
1.09,Very Good,G,VVS2,59.8,61.0
1.29,Ideal,J,VS1,62.0,57.0
0.71,Premium,I,SI2,60.3,58.0
0.37,Ideal,E,VVS2,61.4,56.0
0.5,Very Good,D,SI1,63.5,57.0
0.51,Very Good,D,SI2,60.3,57.0
0.92,Ideal,H,VVS1,62.1,54.0
0.7,Very Good,I,I1,63.2,59.0
1.01,Very Good,G,SI1,62.4,60.0
1.52,Ideal,I,VS1,60.7,60.0
0.53,Ideal,G,VS1,61.8,55.0
0.51,Premium,G,VVS1,60.1,56.0
2.1,Premium,I,SI1,61.5,57.0
1.04,Very Good,H,SI1,62.0,58.0
1.31,Premium,J,SI2,59.7,59.0
1.03,Ideal,F,SI2,61.6,55.0
0.63,Ideal,H,VS2,62.1,54.0
0.42,Ideal,D,VS2,61.8,56.0
0.34,Ideal,E,SI1,60.7,56.0
0.4,Good,I,VVS1,63.9,56.0
0.7,Premium,D,SI2,61.8,55.0
0.96,Premium,H,SI1,62.7,58.0
0.31,Ideal,G,IF,62.6,57.0
1.07,Good,F,SI1,63.4,56.0
0.73,Very Good,G,VS1,62.4,58.1
1.23,Ideal,F,VVS2,63.0,55.0
0.3,Premium,D,SI2,61.4,59.0
0.35,Ideal,D,VVS1,60.8,55.0
0.57,Ideal,F,VS2,61.3,57.0
2.04,Premium,H,SI2,60.8,58.0
0.3,Premium,G,SI1,62.5,61.0
0.47,Ideal,I,IF,62.2,55.0
1.0,Fair,J,VS2,65.7,59.0
0.73,Very Good,E,SI2,63.3,57.0
0.27,Very Good,F,VS1,60.5,57.0
0.34,Ideal,E,SI2,62.4,57.0
0.39,Ideal,F,VS2,62.1,53.0
0.32,Ideal,H,SI1,60.6,57.0
1.2,Ideal,I,SI1,63.5,61.0
0.27,Very Good,E,VS1,63.8,60.0
0.4,Premium,D,VS1,59.2,59.0
0.43,Ideal,F,VVS1,61.0,56.0
2.01,Very Good,I,SI1,60.3,59.0
0.38,Premium,J,VS2,60.5,60.0
1.01,Very Good,G,VS2,63.2,57.0
0.59,Very Good,F,SI2,58.6,59.0
1.02,Premium,F,IF,62.5,58.0
1.23,Premium,J,VS2,58.0,61.0
0.9,Good,D,SI2,60.3,64.0
1.51,Ideal,I,SI1,62.7,57.0
0.75,Premium,I,SI1,62.0,60.0
1.01,Premium,G,VVS2,61.2,58.0
1.01,Premium,E,VS2,60.2,58.0
0.52,Very Good,E,VS1,62.6,56.0
0.3,Ideal,D,SI1,62.1,57.0
0.3,Premium,H,VVS1,61.3,58.0
1.01,Very Good,H,VS2,63.1,56.0
1.05,Premium,G,VS1,61.8,58.0
1.21,Premium,F,VS1,62.5,60.0
0.9,Very Good,D,SI1,63.3,57.0
0.32,Ideal,H,VVS1,62.2,56.0
0.53,Ideal,G,VVS2,62.2,54.0
1.53,Premium,I,VS1,62.4,59.0
0.39,Premium,G,SI1,61.7,57.0
0.28,Ideal,I,VS1,61.8,55.0
0.27,Very Good,E,VS1,62.3,54.0
0.53,Ideal,G,SI1,61.1,55.0
0.31,Ideal,H,VS2,61.4,56.0
1.03,Premium,G,SI1,61.6,59.0
1.5,Very Good,E,SI2,62.2,58.0
1.01,Ideal,E,VVS2,61.7,55.0
0.71,Very Good,I,VS2,62.8,59.0
1.37,Ideal,I,SI2,62.2,56.0
1.82,Premium,H,VS2,61.6,60.0
0.54,Premium,I,SI2,61.2,60.0
0.9,Very Good,G,SI1,62.2,58.0
0.91,Good,H,SI1,63.7,60.0
0.77,Premium,G,VS2,61.3,60.0
1.02,Very Good,F,SI1,62.8,55.0
0.32,Very Good,G,VS2,59.9,59.0
0.31,Very Good,H,SI1,59.0,57.0
1.1,Ideal,G,VS1,61.5,57.0
1.51,Ideal,D,SI2,61.2,56.0
0.36,Ideal,I,VS1,62.1,56.0
0.6,Very Good,F,SI1,62.4,56.0
0.82,Ideal,F,SI2,61.7,53.0
1.42,Premium,E,SI1,61.1,62.0
1.2,Premium,G,VS1,61.4,60.0
0.51,Very Good,E,VS2,60.2,62.0
0.37,Ideal,D,VS2,61.1,56.0
0.7,Ideal,F,VS1,61.6,55.0
1.0,Premium,F,SI1,61.2,58.0
0.31,Ideal,D,VS2,61.2,55.0
0.32,Ideal,G,VS2,61.8,55.0
0.32,Ideal,D,VVS1,61.7,55.0
0.75,Good,D,SI1,63.6,58.0
0.77,Very Good,H,SI2,63.3,58.0
0.33,Very Good,F,SI1,59.9,61.0
1.51,Good,D,VS2,59.8,65.0
0.24,Ideal,E,VVS1,60.9,56.0
0.53,Ideal,H,VS2,61.7,56.0
0.4,Fair,H,VS2,65.1,59.0
0.52,Premium,G,VS2,61.7,58.0
0.59,Very Good,E,VS2,61.7,60.0
1.3,Premium,I,VS1,62.2,59.0
1.55,Good,H,VS2,61.0,61.0
0.73,Very Good,G,SI1,61.5,59.0
0.3,Premium,G,VVS1,60.7,59.0
0.91,Ideal,E,SI1,61.2,58.0
0.53,Very Good,E,VS2,61.6,57.0
1.06,Ideal,G,SI1,62.0,56.0
0.36,Premium,D,SI2,61.5,60.0
0.54,Ideal,G,VS1,61.3,57.0
0.35,Premium,I,SI1,62.5,58.0
0.72,Ideal,H,IF,62.1,58.0
0.35,Premium,H,SI2,61.6,58.0
0.28,Ideal,H,VS1,62.2,54.0
1.01,Good,E,SI1,63.7,58.0
0.3,Very Good,D,SI1,63.2,56.0
0.8,Fair,G,SI2,67.1,56.0
2.02,Very Good,I,SI2,61.1,61.0
0.39,Very Good,E,VVS2,59.5,58.0
0.7,Very Good,F,VS1,61.8,59.0
0.35,Very Good,F,VS1,61.9,56.0
0.7,Good,H,SI2,64.2,58.0
0.53,Ideal,D,VS2,60.2,57.0
0.59,Very Good,G,VS1,62.0,56.0
0.7,Premium,F,SI1,60.8,56.0
0.33,Premium,I,IF,59.0,61.0
0.31,Good,E,SI1,63.7,57.0
2.48,Premium,I,SI2,63.0,62.0
0.3,Ideal,D,VVS1,61.8,55.0
1.0,Premium,F,SI1,60.8,59.0
0.71,Premium,G,VS1,60.9,58.0
1.17,Ideal,G,VVS2,61.2,56.0
0.32,Ideal,H,VS1,62.7,56.0
0.34,Premium,F,SI2,60.0,62.0
1.25,Good,J,SI1,63.6,57.0
1.01,Good,E,SI1,59.3,64.0
0.35,Ideal,G,IF,60.2,55.0
1.0,Ideal,E,SI2,62.9,56.0
0.57,Ideal,I,VS1,61.0,56.0
0.73,Ideal,H,VVS1,62.1,56.0
0.71,Ideal,F,VS1,61.8,55.0
0.54,Very Good,F,VS2,60.9,55.0
0.9,Very Good,H,SI1,62.8,57.0
1.0,Premium,F,SI2,61.6,62.0
0.71,Good,F,VS2,63.0,59.0
0.31,Premium,D,SI1,61.4,58.0
0.41,Ideal,G,VS2,62.1,57.0
1.0,Ideal,F,VS1,61.9,57.0
1.24,Premium,G,VS1,62.0,55.0
1.52,Good,H,SI1,63.6,57.0
0.75,Fair,D,SI1,65.1,57.0
1.03,Ideal,F,VS2,62.0,57.0
0.3,Premium,G,VS1,61.3,58.0
0.7,Good,J,SI2,61.6,57.2
1.63,Very Good,H,VVS1,59.1,58.0
1.39,Premium,G,SI1,61.3,59.0
1.52,Ideal,H,VVS2,61.8,58.0
2.09,Premium,H,SI2,60.6,59.0
1.51,Very Good,E,VVS2,60.2,61.0
0.4,Ideal,E,VVS2,61.5,55.0
1.08,Ideal,E,SI2,61.7,57.0
0.41,Ideal,D,VS2,61.6,55.0
0.31,Ideal,D,VS1,60.6,57.0
0.53,Ideal,D,SI2,61.7,55.0
0.58,Very Good,G,VVS2,59.1,59.6
0.3,Ideal,F,IF,61.3,56.0
0.71,Very Good,F,SI1,61.9,57.0
2.04,Premium,G,SI2,60.3,59.0
1.01,Premium,F,VVS1,60.8,58.0
1.12,Good,J,SI1,63.7,61.0
1.01,Ideal,H,SI1,62.7,56.0
0.71,Very Good,E,VS2,59.9,59.0
0.25,Ideal,E,VS2,62.1,57.0
0.33,Premium,G,VS1,61.3,58.0
0.3,Ideal,D,SI1,61.4,56.0
0.56,Premium,E,VS2,58.8,59.0
0.42,Ideal,G,VS1,61.8,57.0
1.0,Very Good,E,SI1,61.1,60.0
1.7,Very Good,J,VVS1,62.9,60.0
1.51,Good,G,SI1,58.8,62.0
0.82,Premium,F,SI2,59.5,62.0
1.13,Ideal,F,VVS2,61.4,56.0
0.32,Ideal,G,VVS1,60.2,56.0
1.01,Premium,E,VS2,60.8,60.0
0.93,Ideal,H,VS2,61.5,57.0
0.32,Ideal,E,IF,62.0,55.0
1.01,Fair,D,VVS2,65.4,57.0
2.06,Very Good,J,VS2,62.6,58.0
0.71,Very Good,G,VS2,61.9,62.0
0.23,Very Good,E,VVS2,61.6,57.0
0.31,Ideal,E,IF,61.9,55.0
1.51,Very Good,G,VS1,61.8,57.0
0.32,Ideal,G,VS1,61.9,55.0
0.32,Ideal,G,VVS2,61.3,56.0
0.7,Ideal,D,VS2,61.0,57.0
0.33,Premium,G,VVS2,61.7,58.0
0.57,Good,F,VVS2,57.6,60.0
0.9,Premium,H,VS1,62.9,58.0
1.01,Very Good,H,SI1,60.0,58.0
1.08,Premium,G,VS1,62.0,60.0
0.51,Premium,G,VS2,61.1,58.0
1.24,Very Good,J,SI2,60.4,61.0
0.74,Ideal,F,VS2,62.1,56.0
0.81,Very Good,H,SI1,59.1,57.0
0.31,Ideal,D,VS2,62.0,55.0
1.08,Fair,H,VVS2,55.9,63.0
0.5,Ideal,E,VVS2,61.1,57.0
1.0,Good,G,SI1,61.6,62.0
0.81,Very Good,G,SI1,62.3,59.0
0.79,Ideal,E,SI1,62.9,55.0
2.01,Ideal,I,SI2,62.9,56.0
1.24,Premium,I,VS2,62.1,55.0
0.59,Very Good,F,IF,59.9,63.0
1.51,Ideal,F,VS2,62.2,53.0
0.55,Ideal,G,VS1,60.9,55.0
0.7,Good,G,VS2,63.1,58.0
2.01,Good,F,SI2,64.0,58.0
0.7,Premium,G,VS2,62.1,58.0
0.34,Premium,D,SI2,60.8,60.0
0.33,Very Good,H,VVS2,61.6,56.0
0.52,Good,I,SI1,63.6,60.0
0.7,Very Good,G,VS2,62.2,61.0
1.15,Ideal,F,VS1,61.1,55.0
0.73,Very Good,E,SI1,63.2,58.0
0.3,Very Good,F,VS1,61.9,59.0
0.31,Ideal,E,VS2,61.6,57.0
1.04,Ideal,F,SI2,61.8,56.0
0.31,Ideal,G,VVS1,60.5,57.0
0.54,Very Good,F,VVS1,59.7,56.0
0.31,Very Good,E,VS2,62.9,56.0
0.54,Ideal,F,VVS2,61.8,55.0
0.83,Very Good,D,SI1,63.5,54.0
0.24,Ideal,J,VVS2,62.8,57.0
0.61,Ideal,G,VVS2,61.6,54.0
0.41,Good,D,VS2,63.8,55.0
0.31,Ideal,G,VS1,61.0,55.0
0.27,Ideal,I,VS1,62.2,54.0
1.11,Premium,G,VS2,61.5,58.0
1.02,Very Good,H,SI1,62.8,58.0
0.49,Good,D,VS1,57.5,60.0
1.04,Very Good,F,VS1,63.0,56.0
1.02,Very Good,E,SI2,63.3,58.0
1.51,Premium,I,SI2,61.2,62.0
0.55,Good,D,SI2,63.3,56.0
1.13,Good,F,SI2,64.0,58.0
0.42,Ideal,G,IF,62.1,56.0
0.72,Premium,G,VS2,62.9,57.0
0.57,Ideal,E,VS2,61.6,56.0
0.91,Ideal,F,SI2,62.0,57.0
0.59,Ideal,D,SI1,61.8,56.0
0.78,Ideal,E,SI1,60.4,57.0
0.3,Good,G,VVS2,63.8,57.0
0.4,Ideal,F,VVS2,62.9,55.0
1.0,Ideal,G,VVS2,60.8,57.0
1.51,Premium,E,VS1,62.7,58.0
1.22,Ideal,I,VS1,62.6,57.0
1.03,Ideal,F,SI2,60.5,58.0
1.08,Ideal,G,SI1,61.4,56.0
1.21,Very Good,D,SI2,60.9,58.0
0.7,Premium,E,SI1,61.8,59.0
0.38,Premium,I,SI2,60.0,59.0
0.51,Very Good,H,VS1,62.3,56.0
1.29,Very Good,I,VS2,62.8,58.0
0.4,Premium,F,VVS1,60.8,59.0
1.5,Premium,I,SI2,62.5,61.0
0.92,Good,G,VS2,63.4,57.0
0.32,Ideal,G,IF,62.2,53.0
0.55,Premium,G,SI1,60.1,61.0
0.38,Ideal,D,VVS2,61.5,56.0
0.3,Very Good,G,VS1,62.8,59.0
0.59,Ideal,D,VS1,62.0,56.0
0.54,Premium,G,SI1,61.7,59.0
0.71,Very Good,I,SI1,62.9,59.0
1.71,Ideal,G,VVS2,62.1,55.0
0.3,Premium,D,VS1,61.2,59.0
0.94,Very Good,E,SI2,62.0,58.0
1.08,Premium,H,VS2,62.9,55.0
0.71,Premium,G,VS1,62.4,61.0
0.32,Good,I,SI2,63.4,56.0
0.31,Ideal,D,VVS2,61.2,56.0
0.43,Very Good,I,IF,61.0,56.0
0.7,Good,D,SI2,63.7,58.0
0.71,Very Good,F,VVS2,60.6,58.0
0.56,Ideal,E,VVS2,61.0,56.0
0.32,Ideal,E,IF,61.9,55.0
1.07,Premium,G,SI2,62.0,59.0
0.33,Premium,D,SI1,60.0,59.0
1.0,Good,E,SI1,63.2,57.0
0.5,Very Good,D,VS1,59.8,58.0
0.35,Premium,E,VS2,61.9,61.0
0.5,Very Good,G,SI1,62.9,59.0
0.9,Premium,H,SI1,61.4,60.0
1.5,Premium,F,VS2,61.5,58.0
0.9,Very Good,G,SI2,62.4,55.0
0.49,Good,F,VS1,58.9,60.5
0.72,Very Good,I,SI2,63.4,56.0
1.05,Ideal,H,SI1,62.4,57.0
0.3,Ideal,F,VS1,61.5,55.0
0.9,Good,D,SI2,59.5,62.0
0.31,Premium,H,IF,61.0,58.0
0.38,Good,F,VS2,63.4,62.0
1.2,Ideal,F,VS2,61.9,53.0
1.16,Very Good,E,SI2,62.4,55.0
0.31,Very Good,G,VS2,62.6,56.0
0.9,Good,E,SI1,64.3,62.0
0.55,Ideal,E,VS1,61.9,55.0
0.42,Ideal,G,VVS2,62.0,56.0
0.42,Premium,G,SI1,61.6,61.0
1.63,Ideal,H,VS2,62.4,55.0
0.52,Ideal,D,SI1,62.7,56.0
0.9,Premium,F,SI1,61.3,58.0
1.06,Premium,I,SI1,62.9,60.0
1.22,Premium,E,SI2,61.5,58.0
1.22,Premium,G,VS2,61.1,56.0
0.31,Ideal,E,VS2,62.0,56.0
0.82,Good,F,VS2,60.9,62.2
1.02,Premium,J,SI1,58.9,62.0
0.33,Premium,G,VVS2,62.0,59.0
0.3,Very Good,G,VVS2,62.7,56.0
0.43,Premium,F,VS1,62.5,58.0
0.36,Premium,E,VS1,60.4,58.0
1.06,Premium,F,SI1,61.0,58.0
0.31,Ideal,F,IF,61.0,56.0
0.33,Ideal,G,SI1,61.6,56.0
0.3,Ideal,E,VS2,61.5,55.0
1.08,Ideal,E,SI1,61.5,55.0
0.9,Good,F,SI2,57.9,62.0
0.72,Very Good,E,SI1,62.5,58.0
1.1,Premium,F,VS2,60.5,57.0
1.01,Good,H,SI2,63.0,61.0
1.7,Very Good,G,VS1,63.5,56.0
0.72,Very Good,G,SI2,62.1,59.0
0.32,Ideal,G,VVS1,61.4,55.0
0.54,Very Good,F,SI1,59.3,60.0
1.11,Very Good,H,VS1,63.2,57.0
0.33,Ideal,I,IF,61.2,56.0
0.56,Premium,E,VS1,62.6,58.0
0.32,Very Good,H,VVS2,62.1,58.0
0.51,Premium,D,VVS2,61.6,59.0
0.52,Very Good,D,SI1,62.0,60.0
0.32,Premium,G,SI1,60.5,59.0
1.56,Very Good,H,SI2,59.9,59.0
0.61,Ideal,G,SI1,62.0,54.0
0.3,Premium,I,VVS1,62.5,60.0
0.31,Premium,E,VS1,61.0,60.0
0.34,Ideal,H,SI1,61.3,56.0
0.3,Very Good,I,VS1,62.0,58.0
0.41,Ideal,F,VS2,62.3,57.0
0.34,Ideal,E,VS2,62.6,57.0
1.52,Ideal,I,VS2,62.4,55.0
0.42,Premium,G,VS1,59.4,59.0
0.73,Very Good,I,VS2,62.2,57.0
0.87,Very Good,H,SI2,61.0,56.0
1.08,Ideal,G,SI2,62.7,54.0
0.3,Premium,G,VS1,62.8,58.0
0.25,Very Good,D,VVS2,62.8,56.0
0.51,Ideal,F,VVS2,61.2,56.0
0.82,Ideal,F,SI2,62.3,56.0
1.47,Premium,H,SI2,59.3,59.0
1.06,Ideal,F,IF,61.9,55.0
0.42,Ideal,F,VVS2,61.7,57.0
1.0,Premium,E,VS1,61.4,58.0
0.32,Ideal,F,VS2,61.3,57.0
1.0,Premium,D,VS2,62.9,57.0
2.35,Premium,H,SI1,62.6,60.0
2.01,Premium,G,SI2,59.9,62.0
0.5,Good,E,SI2,63.1,58.0
0.3,Ideal,F,VS2,62.0,54.0
0.71,Ideal,E,SI1,59.9,56.0
0.9,Good,I,VS2,63.8,55.0
0.3,Premium,D,VS2,62.9,61.0
1.19,Ideal,I,SI1,62.3,57.0
0.91,Premium,E,VS2,62.8,59.0
0.43,Ideal,E,VS2,62.0,57.0
1.12,Ideal,H,SI2,61.4,56.0
0.33,Ideal,H,VVS1,62.2,55.0
1.23,Premium,F,VVS2,61.6,59.0
1.02,Good,D,SI1,63.3,58.0
0.52,Premium,E,VVS1,59.8,58.0
0.38,Premium,I,VS1,61.3,60.0
0.42,Ideal,D,VS2,61.4,56.0
0.31,Ideal,E,SI2,59.5,61.0
0.33,Ideal,G,VS1,61.8,56.0
0.55,Very Good,E,SI2,59.6,57.0
0.7,Very Good,E,VS2,58.7,63.0
0.35,Very Good,E,VS1,62.3,60.0
0.73,Premium,I,VVS2,59.3,59.0
0.52,Ideal,G,IF,61.7,56.0
0.54,Ideal,I,IF,62.5,55.0
1.04,Premium,H,SI1,58.7,61.0
0.3,Very Good,D,SI1,63.1,56.0
0.56,Ideal,H,VS1,61.1,57.0
0.3,Very Good,D,SI1,62.3,59.0
0.51,Premium,F,SI1,61.3,57.0
0.36,Ideal,E,VVS2,61.0,55.0
1.0,Good,F,SI2,65.7,62.0
1.22,Ideal,F,VS1,62.3,57.0
0.54,Premium,D,SI1,62.6,57.0
0.7,Ideal,E,VVS2,62.2,54.0
0.35,Premium,H,SI2,62.0,58.0
1.01,Good,E,VS1,63.6,54.0
1.01,Premium,G,VVS2,60.9,59.0
0.71,Good,E,SI1,65.9,57.0
0.7,Premium,H,SI1,62.0,58.0
0.73,Fair,G,SI1,65.5,56.0
1.01,Ideal,G,SI1,62.7,57.0
0.7,Fair,G,SI2,65.2,56.0
2.1,Ideal,I,SI1,61.7,55.0
0.8,Ideal,F,SI2,61.8,56.0
0.32,Ideal,E,VS2,62.1,55.0
1.74,Premium,I,VS2,58.6,59.0
0.49,Premium,E,SI1,61.5,58.0
0.26,Very Good,E,VVS2,61.7,61.0
0.3,Premium,G,VVS1,61.3,58.0
2.26,Very Good,H,SI2,63.2,58.0
1.54,Very Good,D,SI1,63.0,59.0
1.52,Ideal,E,VS2,62.4,55.0
0.84,Ideal,H,SI2,63.0,56.0
0.37,Ideal,F,VS2,60.6,56.0
0.32,Ideal,D,VS2,61.9,55.0
0.5,Very Good,E,VVS2,61.5,60.0
0.32,Ideal,H,VS1,61.8,55.0
1.5,Premium,G,VS2,62.9,54.0
1.01,Very Good,H,SI2,58.8,58.0
0.52,Premium,D,SI1,60.9,61.0
0.5,Premium,E,SI1,61.4,58.0
1.24,Premium,H,VS1,61.2,59.0
0.53,Ideal,F,VS2,61.6,56.0
0.37,Ideal,H,IF,61.8,55.0
0.92,Premium,E,VS1,60.9,61.0
0.91,Very Good,I,VS2,61.0,57.0
0.71,Ideal,F,VVS2,61.6,54.0
0.74,Very Good,G,SI1,62.2,59.0
0.33,Ideal,E,VS2,62.3,57.0
0.31,Ideal,F,IF,61.5,55.0
0.33,Very Good,G,SI1,61.6,57.0
0.92,Very Good,E,SI1,63.3,57.0
1.29,Premium,F,VS1,60.9,58.0
0.7,Premium,H,SI1,62.2,57.0
1.0,Ideal,J,SI2,61.2,56.0
0.78,Ideal,E,SI1,62.7,56.0
0.38,Very Good,E,VS2,60.3,58.0
1.2,Very Good,H,VS1,60.2,57.0
0.31,Very Good,G,IF,61.6,55.0
1.18,Ideal,G,VVS1,61.1,57.0
0.31,Very Good,G,VS1,62.7,54.0
0.52,Ideal,G,IF,61.5,56.0
0.57,Very Good,D,SI2,62.9,57.0
0.33,Very Good,G,VVS2,61.9,56.0
1.0,Very Good,D,VS2,63.4,57.0
0.72,Ideal,D,SI1,61.7,55.0
0.71,Premium,I,VS2,62.7,59.0
0.31,Premium,D,VS2,61.2,59.0
1.01,Very Good,F,VVS1,62.8,59.0
0.41,Ideal,F,SI1,62.7,57.0
2.02,Premium,E,SI2,61.0,59.0
1.0,Ideal,G,SI1,61.0,57.0
0.38,Ideal,E,SI1,62.1,55.0
0.32,Ideal,D,VVS1,61.8,56.0
0.32,Ideal,G,IF,61.9,53.0
0.71,Ideal,F,VS1,61.5,57.0
0.7,Fair,G,SI1,64.8,59.0
0.41,Very Good,D,SI1,63.2,58.0
0.5,Premium,D,VS2,61.2,60.0
0.56,Ideal,G,VS2,62.2,57.0
0.9,Very Good,E,SI2,63.4,56.0
0.31,Very Good,G,VVS1,62.1,59.0
0.7,Premium,E,VS2,60.9,59.0
1.06,Ideal,D,VVS2,61.9,56.0
0.32,Ideal,G,VVS2,62.6,57.0
0.52,Ideal,G,VVS1,62.1,56.0
1.08,Ideal,J,SI2,61.8,57.0
1.1,Premium,H,SI2,59.5,57.0
0.41,Ideal,H,VVS1,61.5,55.0
1.35,Ideal,G,I1,62.5,57.0
1.0,Premium,D,VS2,61.2,61.0
0.5,Premium,G,SI1,62.6,56.0
0.7,Very Good,I,VS2,60.8,61.0
0.31,Very Good,G,VVS1,60.4,59.0
0.9,Very Good,I,SI2,62.5,58.0
1.52,Fair,H,SI1,64.6,55.0
0.31,Ideal,G,SI1,61.2,56.0
0.32,Very Good,D,SI1,62.3,55.0
0.51,Very Good,G,VVS2,60.9,56.0
1.16,Ideal,G,IF,59.9,57.0
0.52,Ideal,D,VS2,61.9,54.0
0.3,Good,H,SI1,63.9,55.0
0.53,Ideal,H,VS2,61.9,55.2
0.7,Good,E,VVS2,60.1,63.0
0.31,Ideal,H,SI1,62.7,56.0
0.37,Premium,H,VS2,61.4,58.0
0.73,Very Good,E,VS1,61.5,57.0
0.9,Ideal,D,VS2,61.2,56.0
1.93,Premium,H,VS1,60.5,60.0
0.91,Good,D,SI1,64.6,58.0
0.3,Premium,H,SI1,62.2,60.0
0.31,Ideal,D,VVS2,60.9,57.0
1.05,Premium,E,VS2,62.6,59.0
0.74,Ideal,G,VS1,61.5,56.0
