company,type,inches,cpu,gpu,op_sys,price_EUR,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
HP,Notebook,14.0,Intel Core i5,Nvidia GeForce,Windows,1049.26,0,FullHD,8,256,0,1.64
HP,Notebook,14.0,Intel Core i3,Intel HD,Windows,684.0,0,HD,4,0,500,1.64
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,949.0,0,FullHD,8,0,0,2.65
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1539.0,0,FullHD,4,0,500,1.26
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1590.0,0,FullHD,4,256,0,1.48
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1887.21,0,FullHD,8,256,0,1.54
HP,Notebook,13.3,Intel Core i3,Intel HD,Windows,800.0,0,HD,4,0,500,1.49
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1210.0,0,HD,8,256,0,1.5
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,769.99,0,HD,4,256,0,2.04
Lenovo,Notebook,17.3,Intel Core i7,Nvidia Quadro,Windows,2968.0,0,UHD,16,512,0,2.4
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1490.0,0,FullHD,8,256,0,1.47
HP,Notebook,14.0,Intel Core i7,Intel HD,Windows,2229.0,0,FullHD,8,256,0,1.43
Dell,2 in 1 Convertible,15.6,Intel Core i3,Intel HD,Windows,795.99,1,FullHD,4,0,1024,2.08
Toshiba,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1590.0,0,FullHD,8,256,0,1.2
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,1149.0,0,FullHD,8,256,0,1.11
HP,Notebook,14.0,Intel Core i7,Nvidia GeForce,Windows,1185.43,0,FullHD,8,256,0,1.64
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1046.44,0,FullHD,8,0,500,2.09
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1559.0,0,HD,4,256,0,1.26
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1189.0,0,HD,4,0,500,2.31
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1060.0,0,HD,4,0,500,1.95
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1624.0,1,QuadHD,8,256,0,1.29
HP,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,1080.0,0,FullHD,8,256,0,2.63
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,973.0,0,HD,4,256,0,1.64
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,409.0,0,HD,6,0,1024,2.1
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1191.8,0,FullHD,8,128,1024,2.7
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1195.0,0,FullHD,8,256,0,1.95
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1228.99,0,FullHD,8,256,0,1.84
HP,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1349.0,0,FullHD,8,256,0,1.26
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,742.0,0,HD,4,0,500,2.04
Toshiba,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1725.0,0,FullHD,8,256,0,1.47
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1062.95,0,FullHD,8,256,0,2.09
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1010.51,0,FullHD,8,256,0,1.64
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,847.0,1,FullHD,4,256,0,1.8
Other,Notebook,14.0,Other,Intel HD,Windows,210.8,0,HD,2,0,0,1.45
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1425.0,0,FullHD,16,256,0,2.4
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,1049.6,0,FullHD,8,256,0,2.3
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1000.0,0,FullHD,4,0,500,1.54
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,2103.34,0,FullHD,8,256,500,1.84
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1469.0,0,FullHD,8,256,0,1.43
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1545.64,0,FullHD,16,256,1024,3.78
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2289.99,0,FullHD,16,128,1024,4.6
Asus,Netbook,11.6,Intel Celeron,Intel HD,Other,287.9,0,HD,4,0,0,1.2
Lenovo,Notebook,14.0,Intel Core i7,Intel HD,Windows,2620.0,0,QuadHD,16,256,0,1.1
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,979.0,0,FullHD,8,0,1024,1.91
Dell,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,1094.0,1,FullHD,8,256,0,2.3
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,979.0,0,HD,4,256,0,2.04
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2254.0,1,QuadHD,16,1024,0,1.2
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,705.15,0,HD,4,0,500,2.31
HP,Notebook,15.6,Intel Core i5,Intel HD,No OS,499.0,0,HD,4,0,500,1.96
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,449.0,0,HD,8,0,1024,2.4
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1299.0,1,FullHD,12,256,0,1.6
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1819.0,0,FullHD,16,256,1024,2.94
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1070.0,0,FullHD,8,256,0,2.04
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,No OS,998.0,0,FullHD,16,0,1024,4.0
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,559.0,0,FullHD,4,0,1024,2.25
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,989.99,0,FullHD,16,0,2048,2.32
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1929.0,0,FullHD,16,256,1024,1.8
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1458.0,0,FullHD,8,256,0,1.29
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,798.01,1,FullHD,8,256,0,1.62
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1329.0,0,UHD,16,256,1024,3.21
Apple,Ultrabook,12.0,Intel Core M,Intel HD,Other,1300.0,0,FullHD,8,0,0,0.92
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,481.98,0,HD,4,0,500,2.06
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,1199.0,0,HD,4,0,500,2.31
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1199.0,0,FullHD,8,256,0,1.26
HP,Notebook,13.3,Intel Core i7,Intel HD,Windows,1090.0,0,FullHD,8,256,0,1.49
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1713.49,1,FullHD,8,256,0,1.3
Lenovo,Notebook,17.3,Intel Core i5,AMD Radeon R,Windows,659.0,0,HD,8,0,1024,3.0
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,977.0,0,FullHD,4,0,1024,2.3
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2499.0,0,FullHD,16,256,1024,3.78
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,540.0,0,HD,4,0,500,2.1
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,940.0,0,FullHD,4,0,500,2.31
Lenovo,Ultrabook,12.5,Intel Core M,Intel HD,Windows,1399.0,1,QuadHD,8,512,0,0.99
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3240.0,0,FullHD,32,512,0,4.6
Lenovo,2 in 1 Convertible,10.1,Other,Intel HD,Windows,646.27,1,FullHD,4,0,0,0.69
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2049.0,0,UHD,16,512,0,1.3
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,750.0,0,FullHD,8,256,0,2.18
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1030.99,0,FullHD,4,0,500,1.54
HP,Workstation,15.6,Intel Core i7,Other,Windows,1495.0,0,FullHD,8,256,0,1.9
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1199.0,0,FullHD,8,180,0,1.7
HP,Notebook,13.3,Intel Pentium,Intel HD,Other,615.0,0,QuadHD,4,0,0,1.29
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,387.0,0,HD,4,0,500,2.4
Dell,Notebook,15.6,Intel Pentium,Intel HD,Linux,393.49,0,HD,4,0,500,2.2
HP,Notebook,15.6,Intel Core i3,Intel HD,No OS,345.99,0,HD,4,0,1024,1.86
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1599.0,0,FullHD,8,256,1024,2.7
Dell,Ultrabook,13.3,Intel Core i5,AMD Radeon 5,Windows,818.35,0,FullHD,4,256,0,1.4
HP,Netbook,12.5,Intel Core i5,Intel HD,Windows,1599.0,0,HD,4,128,0,2.4
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,799.0,0,FullHD,8,256,1024,2.4
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,638.8,0,FullHD,8,0,1024,2.36
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1599.0,0,FullHD,8,256,0,2.6
HP,Notebook,15.6,Intel Pentium,Intel HD,Windows,500.0,0,HD,4,0,1024,1.96
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2299.0,0,FullHD,16,128,1024,4.3
Dell,Ultrabook,12.5,Intel Core i3,Intel HD,Windows,1135.15,0,HD,4,0,500,1.5
Dell,Ultrabook,12.5,Intel Core i3,Intel HD,Windows,1166.97,0,HD,4,128,0,1.5
Acer,Notebook,15.6,Intel Celeron,Intel HD,Other,209.0,0,HD,4,16,0,2.2
HP,Workstation,17.3,Intel Core i7,Other,Windows,2899.0,0,FullHD,8,0,1024,3.0
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1199.0,0,FullHD,16,512,0,2.4
Dell,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1413.1,0,HD,8,256,0,1.5
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1511.19,0,FullHD,8,128,1024,2.9
Lenovo,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,867.0,1,FullHD,4,256,0,2.1
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,398.0,0,FullHD,4,0,1024,2.1
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1339.0,0,FullHD,16,128,1024,2.59
HP,Notebook,13.3,Intel Core M,Intel HD,Windows,1699.0,1,QuadHD,8,256,0,1.16
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,769.15,0,HD,4,0,500,2.24
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,429.0,0,HD,4,128,0,2.1
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1969.0,0,FullHD,8,512,0,1.16
Lenovo,2 in 1 Convertible,10.1,Other,Intel HD,Other,549.0,1,FullHD,4,0,0,0.69
Dell,Ultrabook,13.3,Intel Core i7,Other,Windows,1379.0,0,FullHD,8,256,0,1.23
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2749.99,0,FullHD,16,256,0,4.6
Other,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1029.0,1,UHD,8,256,0,1.25
Toshiba,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2226.0,0,FullHD,16,512,0,1.05
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1312.49,0,FullHD,8,128,1024,3.52
Other,Notebook,13.3,Other,Intel HD,Windows,196.0,0,FullHD,4,0,0,1.35
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,1690.0,0,FullHD,8,256,0,1.16
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1513.0,0,FullHD,8,256,0,1.43
Dell,Notebook,15.6,Intel Core i5,Intel HD,Linux,523.63,0,HD,4,0,500,2.09
Asus,Notebook,15.6,Intel Core i3,Intel HD,Windows,435.0,0,HD,4,0,1024,2.0
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,1669.0,1,FullHD,8,256,0,1.8
Lenovo,2 in 1 Convertible,10.1,Other,Intel HD,Windows,479.0,1,FullHD,4,0,0,0.69
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1895.0,0,HD,8,256,0,1.26
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,No OS,989.0,0,FullHD,8,128,1024,2.4
HP,Gaming,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,1129.0,0,FullHD,8,128,1024,3.35
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,629.0,0,HD,8,0,2048,2.04
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Nvidia Quadro,Windows,2050.38,1,FullHD,8,512,0,1.8
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,278.0,0,HD,4,0,0,1.5
HP,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,752.0,0,FullHD,8,256,0,1.84
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,616.0,0,FullHD,4,0,1024,2.23
Lenovo,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,1099.0,0,FullHD,16,0,0,2.5
HP,Workstation,17.3,Intel Core i7,Nvidia Quadro,Windows,3949.4,0,FullHD,8,256,0,3.0
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,784.0,0,HD,8,0,1024,2.5
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2399.0,0,FullHD,16,256,1024,3.78
HP,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,2171.72,0,FullHD,8,256,0,1.88
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,2440.0,1,QuadHD,16,512,0,2.8
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1142.8,0,FullHD,8,128,1024,2.4
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1629.0,1,FullHD,8,256,0,1.48
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2229.0,0,FullHD,8,256,0,2.59
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1799.0,1,QuadHD,8,256,0,1.48
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1899.0,0,FullHD,8,256,0,2.0
HP,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,2296.95,0,FullHD,8,256,0,1.26
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1009.9,0,FullHD,8,256,0,2.18
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,1579.0,0,FullHD,8,256,0,1.88
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,2339.0,1,QuadHD,8,256,0,1.27
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,339.0,0,HD,4,0,1024,1.9
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,297.0,0,HD,4,0,500,1.86
Lenovo,Notebook,15.6,Intel Core i5,AMD Radeon R,No OS,599.0,0,FullHD,8,0,1024,2.32
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1199.0,0,FullHD,8,0,1024,2.62
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,2250.68,1,UHD,8,256,0,2.04
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,478.89,0,FullHD,4,256,0,1.91
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1492.8,0,FullHD,16,256,1024,2.7
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2299.0,0,FullHD,12,512,0,1.4
Lenovo,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,788.49,0,FullHD,8,0,0,2.5
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,2041.0,1,QuadHD,8,512,0,1.48
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1499.0,0,FullHD,8,256,0,1.7
MSI,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,1769.0,0,FullHD,16,256,1024,1.7
HP,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,899.0,0,FullHD,8,0,1024,2.62
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,459.0,0,HD,8,0,1024,2.2
HP,Notebook,15.6,Intel Core i5,Intel HD,No OS,476.99,0,HD,4,0,500,2.1
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1498.0,0,UHD,8,128,1024,2.62
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,1390.0,0,FullHD,8,256,0,1.95
Lenovo,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,468.0,0,FullHD,4,0,1024,2.2
HP,Notebook,14.0,Intel Celeron,Intel HD,Windows,249.0,0,HD,2,0,0,1.44
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,839.0,0,FullHD,8,0,1024,2.2
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,679.0,0,FullHD,8,256,0,1.96
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1159.0,0,FullHD,16,512,0,2.1
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,369.0,0,HD,4,0,500,2.2
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,398.0,0,HD,4,0,500,2.1
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,709.0,0,FullHD,8,0,1024,2.2
Asus,Notebook,14.0,Intel Core i3,Intel HD,Windows,769.0,0,FullHD,4,256,0,2.0
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,825.0,0,FullHD,4,0,0,2.32
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1305.0,0,FullHD,16,512,0,3.31
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2153.37,0,FullHD,16,128,1024,1.91
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,650.0,0,HD,4,0,500,2.07
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,1637.0,1,QuadHD,8,256,0,1.36
Lenovo,Ultrabook,15.6,Intel Core i7,Nvidia GeForce,Windows,831.0,0,FullHD,6,256,0,1.54
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Linux,895.01,0,FullHD,8,256,0,1.98
Acer,Notebook,15.6,Intel Celeron,Intel HD,Windows,333.0,0,HD,4,0,500,2.1
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,799.0,0,FullHD,6,0,1024,2.18
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,909.0,0,FullHD,8,256,1024,2.591
Dell,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,1179.0,1,FullHD,16,512,0,2.09
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,691.0,0,FullHD,4,256,0,2.23
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Linux,1099.0,1,QuadHD,8,256,0,1.23
Acer,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2599.0,0,FullHD,16,256,1024,4.2
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,819.0,0,FullHD,8,0,1024,2.4
Other,2 in 1 Convertible,12.3,Other,Other,Other,659.0,1,FullHD,4,0,0,1.15
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,485.0,0,HD,4,0,500,1.86
Apple,Ultrabook,12.0,Intel Core M,Intel HD,Other,1163.0,0,FullHD,8,0,0,0.92
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1199.0,1,FullHD,8,256,0,1.6
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1327.0,0,FullHD,12,128,1024,2.21
Lenovo,Notebook,15.6,Intel Core i3,AMD Radeon R,No OS,368.0,0,HD,4,0,1024,1.9
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2150.0,0,FullHD,16,512,1024,4.3
Acer,Notebook,15.6,Intel Celeron,Intel HD,Linux,272.0,0,HD,4,0,1024,2.1
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2048.9,0,FullHD,16,256,1024,2.43
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,499.0,0,HD,4,128,0,2.3
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,629.0,0,HD,8,0,500,2.2
Dell,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,1285.0,1,FullHD,16,512,0,2.0
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2680.0,1,QuadHD,16,512,0,1.2
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1169.0,0,FullHD,8,0,1024,2.2
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,889.0,0,FullHD,8,256,0,2.36
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,579.0,0,HD,8,256,0,1.91
Lenovo,Notebook,15.6,AMD,AMD Radeon R,Windows,299.0,0,HD,4,0,500,2.2
Acer,Notebook,17.3,Intel Core i3,Nvidia GeForce,Windows,629.0,0,HD,8,0,1024,3.3
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2449.0,0,FullHD,16,256,1024,2.2
Apple,Ultrabook,12.0,Intel Core M,Intel HD,Other,1279.0,0,FullHD,8,0,0,0.92
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1749.0,0,FullHD,16,128,1024,2.2
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1948.99,0,FullHD,16,256,1024,2.43
Dell,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,999.0,1,FullHD,8,256,0,2.191
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1949.0,0,FullHD,16,256,1024,2.9
Acer,Netbook,11.6,Intel Celeron,Intel HD,Other,174.0,0,HD,2,32,0,1.3
Acer,Notebook,17.3,Intel Core i3,Nvidia GeForce,Windows,598.0,0,HD,4,0,1024,3.3
Lenovo,Notebook,17.3,Intel Core i5,Intel HD,No OS,539.0,0,HD,8,0,1024,2.8
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1272.0,0,FullHD,8,128,1024,2.6
Acer,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,1149.0,1,FullHD,8,256,0,1.2
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,1529.0,0,FullHD,8,256,0,2.3
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1476.11,0,FullHD,8,128,1024,2.2
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,529.0,0,FullHD,6,0,1024,2.1
Dell,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1713.37,1,FullHD,8,256,0,1.26
Dell,2 in 1 Convertible,15.0,Intel Core i3,Intel HD,Windows,509.0,1,FullHD,4,0,500,2.08
Asus,Notebook,15.6,Intel Pentium,Intel HD,Windows,309.0,0,HD,4,0,1024,2.65
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1477.0,1,QuadHD,8,256,0,1.29
Dell,Notebook,15.6,Intel Core i5,Intel HD,Linux,521.86,0,HD,4,0,1024,2.18
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1029.0,1,FullHD,16,128,1024,2.6
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1149.0,0,FullHD,8,128,1024,2.2
Lenovo,Netbook,12.5,Intel Core i7,Intel HD,Windows,1650.0,1,FullHD,16,512,0,1.3
Other,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,3499.0,0,FullHD,16,1024,0,1.95
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,469.01,1,HD,8,0,1024,2.3
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1598.0,0,FullHD,16,256,1024,2.7
Apple,Ultrabook,11.6,Intel Core i5,Intel HD,Other,959.0,0,HD,4,0,0,1.08
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,478.0,0,FullHD,4,0,1024,2.1
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2198.19,0,QuadHD,8,256,0,1.54
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,737.0,0,HD,4,0,500,2.24
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1169.0,0,FullHD,8,128,1024,2.3
Lenovo,Notebook,13.3,Intel Core i7,Intel HD,Windows,1499.0,0,FullHD,16,512,0,1.4
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,597.57,0,FullHD,6,256,0,2.2
Asus,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1280.0,0,FullHD,8,256,0,1.45
Acer,Notebook,15.6,Intel Core i3,Intel HD,Linux,361.8,0,HD,4,0,500,2.4
Dell,2 in 1 Convertible,17.3,Intel Core i7,Nvidia GeForce,Windows,1799.0,1,FullHD,16,512,0,2.77
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1099.99,0,FullHD,4,256,0,1.54
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1600.0,0,FullHD,16,256,1024,2.5
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,875.0,0,HD,4,0,500,1.6
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2325.0,0,FullHD,16,256,1024,2.34
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,573.0,0,FullHD,8,256,0,2.3
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1813.0,1,QuadHD,8,256,0,1.24
Dell,Notebook,15.6,Intel Pentium,Intel HD,Linux,324.0,0,HD,4,0,500,2.2
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,399.0,0,HD,4,0,500,1.86
Lenovo,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,569.0,0,FullHD,6,128,0,2.4
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1072.0,0,FullHD,8,256,0,1.9
Dell,Notebook,15.6,Intel Pentium,Intel HD,Windows,443.99,0,HD,4,0,500,2.2
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,339.0,0,HD,4,0,1024,2.0
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1900.0,0,FullHD,16,128,1024,4.0
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,490.0,0,HD,4,0,500,2.29
Lenovo,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,895.0,0,FullHD,8,0,0,2.32
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1229.0,0,FullHD,8,128,1024,2.4
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,833.01,1,FullHD,4,128,0,1.8
